time,open,high,low,close,tick_volume,spread
2021-08-24 20:00:00,1806.29,1807.03,1805.24,1805.51,5514,0
2021-08-24 21:00:00,1805.62,1806.42,1804.62,1805.89,4068,0
2021-08-24 22:00:00,1805.95,1806.24,1803.09,1803.13,3873,0
2021-08-24 23:00:00,1803.22,1803.98,1802.65,1802.83,1471,0
2021-08-25 01:00:00,1802.6,1802.86,1802.31,1802.32,1240,0
2021-08-25 02:00:00,1802.53,1802.53,1801.13,1801.81,1914,0
2021-08-25 03:00:00,1801.8,1802.66,1793.91,1795.88,7145,0
2021-08-25 04:00:00,1795.95,1797.79,1794.14,1794.59,9014,0
2021-08-25 05:00:00,1794.58,1796.32,1793.52,1795.91,7094,0
2021-08-25 06:00:00,1795.87,1795.97,1793.76,1794.85,5123,0
2021-08-25 07:00:00,1794.86,1795.04,1791.79,1794.22,3796,0
2021-08-25 08:00:00,1794.21,1796.78,1793.47,1795.03,5180,0
2021-08-25 09:00:00,1795.07,1797.51,1793.23,1793.62,7507,0
2021-08-25 10:00:00,1793.69,1796.09,1791.8,1794.38,8418,0
2021-08-25 11:00:00,1794.49,1796.3,1792.43,1793.76,7900,0
2021-08-25 12:00:00,1793.78,1795.29,1792.42,1794.19,5358,0
2021-08-25 13:00:00,1794.23,1794.99,1792.94,1794.34,4528,0
2021-08-25 14:00:00,1794.18,1795.26,1790.24,1794.18,7621,0
2021-08-25 15:00:00,1794.24,1797.66,1790.42,1795.69,13075,0
2021-08-25 16:00:00,1795.54,1797.78,1785.63,1789.36,19659,0
2021-08-25 17:00:00,1789.32,1789.67,1782.51,1784.39,18438,0
2021-08-25 18:00:00,1784.42,1789.12,1784.1,1789.02,11079,0
2021-08-25 19:00:00,1789.13,1791.84,1788.96,1789.83,6953,0
2021-08-25 20:00:00,1789.85,1790.5,1788.28,1789.34,5220,0
2021-08-25 21:00:00,1789.32,1793.0,1789.27,1792.25,4686,0
2021-08-25 22:00:00,1792.24,1792.41,1790.28,1790.81,3797,0
2021-08-25 23:00:00,1790.76,1791.08,1789.82,1790.33,1416,0
2021-08-26 01:00:00,1791.04,1791.36,1790.49,1790.98,1315,0
2021-08-26 02:00:00,1790.98,1791.64,1790.9,1791.64,1129,0
2021-08-26 03:00:00,1791.5,1792.01,1790.0,1790.19,2885,0
2021-08-26 04:00:00,1790.24,1791.11,1787.62,1790.26,6360,0
2021-08-26 05:00:00,1790.32,1790.37,1787.27,1788.73,5062,0
2021-08-26 06:00:00,1788.77,1789.15,1787.65,1787.86,2939,0
2021-08-26 07:00:00,1787.91,1788.24,1786.69,1786.99,2652,0
2021-08-26 08:00:00,1787.05,1788.36,1786.14,1786.45,4885,0
2021-08-26 09:00:00,1786.49,1787.32,1783.68,1784.59,8082,0
2021-08-26 10:00:00,1784.51,1788.07,1784.28,1787.1,8554,0
2021-08-26 11:00:00,1787.04,1787.06,1783.31,1784.54,7140,0
2021-08-26 12:00:00,1784.5,1786.09,1784.05,1785.51,5098,0
2021-08-26 13:00:00,1785.48,1788.76,1785.21,1787.92,5260,0
2021-08-26 14:00:00,1787.97,1790.21,1787.82,1788.52,6680,0
2021-08-26 15:00:00,1788.63,1790.86,1780.84,1784.13,15525,0
2021-08-26 16:00:00,1784.15,1788.66,1780.04,1785.95,20600,0
2021-08-26 17:00:00,1785.81,1794.96,1785.52,1791.6,17959,0
2021-08-26 18:00:00,1791.63,1798.18,1791.63,1793.12,12276,0
2021-08-26 19:00:00,1793.17,1793.47,1791.25,1792.24,5914,0
2021-08-26 20:00:00,1792.17,1794.22,1790.82,1791.45,7126,0
2021-08-26 21:00:00,1791.56,1791.96,1790.22,1791.09,4371,0
2021-08-26 22:00:00,1791.06,1792.8,1790.8,1792.6,3737,0
2021-08-26 23:00:00,1792.8,1792.8,1791.25,1791.69,1684,0
2021-08-27 01:00:00,1792.39,1793.35,1792.37,1792.86,1202,0
2021-08-27 02:00:00,1792.85,1793.81,1792.63,1793.56,1360,0
2021-08-27 03:00:00,1793.48,1794.64,1792.92,1794.02,4010,0
2021-08-27 04:00:00,1794.06,1795.67,1793.61,1794.73,6211,0
2021-08-27 05:00:00,1794.73,1798.98,1794.73,1797.26,5721,0
2021-08-27 06:00:00,1797.19,1799.25,1797.19,1798.03,4074,0
2021-08-27 07:00:00,1798.13,1800.02,1797.68,1799.86,2926,0
2021-08-27 08:00:00,1800.0,1802.7,1799.35,1801.71,6136,0
2021-08-27 09:00:00,1801.94,1805.09,1801.94,1803.23,8671,0
2021-08-27 10:00:00,1803.39,1804.19,1800.25,1801.58,6549,0
2021-08-27 11:00:00,1801.54,1801.75,1794.9,1797.14,7660,0
2021-08-27 12:00:00,1797.06,1797.5,1795.33,1796.93,4357,0
2021-08-27 13:00:00,1796.9,1796.93,1793.94,1794.57,4153,0
2021-08-27 14:00:00,1794.48,1796.66,1792.5,1796.63,6234,0
2021-08-27 15:00:00,1796.66,1800.61,1794.06,1798.55,11756,0
2021-08-27 16:00:00,1798.67,1799.24,1787.75,1792.23,23571,0
2021-08-27 17:00:00,1791.97,1809.01,1784.13,1807.67,28239,0
2021-08-27 18:00:00,1807.66,1813.35,1805.58,1812.92,12837,0
2021-08-27 19:00:00,1812.96,1817.12,1812.81,1816.93,9705,0
2021-08-27 20:00:00,1816.87,1818.7,1815.32,1817.96,7384,0
2021-08-27 21:00:00,1818.04,1818.46,1815.96,1817.62,5033,0
2021-08-27 22:00:00,1817.7,1819.16,1817.23,1818.94,4861,0
2021-08-27 23:00:00,1819.03,1819.08,1817.47,1817.85,1948,0
2021-08-30 01:00:00,1818.13,1819.14,1817.27,1817.85,2839,0
2021-08-30 02:00:00,1817.94,1818.9,1817.63,1818.46,1714,0
2021-08-30 03:00:00,1818.49,1821.31,1817.42,1820.94,4574,0
2021-08-30 04:00:00,1821.0,1823.24,1816.32,1817.55,10659,0
2021-08-30 05:00:00,1817.57,1818.78,1813.46,1813.58,7372,0
2021-08-30 06:00:00,1813.63,1815.64,1813.36,1815.1,3979,0
2021-08-30 07:00:00,1815.1,1816.45,1814.42,1816.08,2734,0
2021-08-30 08:00:00,1816.12,1818.2,1814.75,1815.04,4961,0
2021-08-30 09:00:00,1815.22,1815.72,1812.77,1814.38,7768,0
2021-08-30 10:00:00,1814.35,1815.15,1812.94,1815.15,5726,0
2021-08-30 11:00:00,1815.06,1815.85,1813.7,1814.96,5291,0
2021-08-30 12:00:00,1814.95,1816.06,1814.33,1815.95,3721,0
2021-08-30 13:00:00,1815.95,1816.81,1814.82,1816.32,3734,0
2021-08-30 14:00:00,1816.3,1817.84,1815.29,1817.14,4735,0
2021-08-30 15:00:00,1817.16,1817.81,1814.42,1814.59,8992,0
2021-08-30 16:00:00,1814.61,1815.61,1812.0,1812.27,12885,0
2021-08-30 17:00:00,1812.3,1815.7,1810.03,1811.74,13652,0
2021-08-30 18:00:00,1811.78,1812.33,1809.14,1810.25,8833,0
2021-08-30 19:00:00,1810.21,1810.86,1809.62,1810.69,4362,0
2021-08-30 20:00:00,1810.63,1811.04,1809.16,1809.94,3808,0
2021-08-30 21:00:00,1809.87,1810.94,1807.76,1810.94,3745,0
2021-08-30 22:00:00,1810.93,1811.31,1810.15,1810.6,3312,0
2021-08-30 23:00:00,1810.48,1811.0,1809.39,1810.13,1438,0
2021-08-31 01:00:00,1810.01,1810.48,1809.68,1810.07,892,0
2021-08-31 02:00:00,1810.13,1811.25,1809.91,1810.45,1249,0
2021-08-31 03:00:00,1810.36,1812.87,1809.75,1812.63,3561,0
2021-08-31 04:00:00,1812.65,1814.34,1811.62,1812.74,6731,0
2021-08-31 05:00:00,1812.75,1813.98,1812.11,1812.69,4564,0
2021-08-31 06:00:00,1812.66,1815.86,1812.56,1815.83,4158,0
2021-08-31 07:00:00,1815.79,1815.97,1814.52,1814.76,2443,0
2021-08-31 08:00:00,1814.73,1817.39,1814.73,1817.14,5361,0
2021-08-31 09:00:00,1817.21,1819.15,1814.43,1814.77,8297,0
2021-08-31 10:00:00,1814.81,1816.65,1814.64,1815.34,6882,0
2021-08-31 11:00:00,1815.39,1816.33,1813.88,1814.98,6424,0
2021-08-31 12:00:00,1815.04,1815.82,1813.74,1814.36,5389,0
2021-08-31 13:00:00,1814.39,1817.0,1811.94,1812.35,7144,0
2021-08-31 14:00:00,1812.3,1814.77,1812.02,1812.77,7337,0
2021-08-31 15:00:00,1812.73,1814.04,1808.99,1809.55,12583,0
2021-08-31 16:00:00,1809.48,1815.25,1801.71,1810.6,21446,0
2021-08-31 17:00:00,1810.33,1815.81,1805.08,1806.96,19436,0
2021-08-31 18:00:00,1807.03,1808.88,1804.2,1807.81,14672,0
2021-08-31 19:00:00,1807.95,1814.24,1807.52,1814.04,7743,0
2021-08-31 20:00:00,1813.95,1816.43,1813.55,1814.43,7998,0
2021-08-31 21:00:00,1814.55,1815.7,1813.96,1815.11,4679,0
2021-08-31 22:00:00,1815.04,1815.57,1813.97,1814.75,4756,0
2021-08-31 23:00:00,1814.78,1815.56,1814.13,1814.26,2225,0
2021-09-01 01:00:00,1814.49,1814.7,1813.6,1813.94,1111,0
2021-09-01 02:00:00,1814.01,1815.0,1813.71,1814.49,1711,0
2021-09-01 03:00:00,1814.47,1814.59,1812.03,1812.34,3585,0
2021-09-01 04:00:00,1812.23,1815.43,1810.27,1812.07,8229,0
2021-09-01 05:00:00,1812.08,1814.17,1811.58,1813.99,6410,0
2021-09-01 06:00:00,1814.0,1815.6,1813.15,1815.29,4415,0
2021-09-01 07:00:00,1815.19,1815.95,1814.12,1814.97,2742,0
2021-09-01 08:00:00,1814.96,1815.65,1812.59,1815.41,5659,0
2021-09-01 09:00:00,1815.21,1817.05,1814.92,1816.23,8965,0
2021-09-01 10:00:00,1816.24,1816.73,1811.1,1811.37,9440,0
2021-09-01 11:00:00,1811.31,1812.14,1809.32,1810.78,7144,0
2021-09-01 12:00:00,1810.76,1814.51,1810.57,1813.07,6555,0
2021-09-01 13:00:00,1813.07,1814.05,1812.71,1813.58,4199,0
2021-09-01 14:00:00,1813.56,1814.27,1811.29,1812.92,5564,0
2021-09-01 15:00:00,1813.01,1820.03,1811.91,1819.33,15838,0
2021-09-01 16:00:00,1819.39,1820.01,1811.29,1813.17,18958,0
2021-09-01 17:00:00,1812.76,1814.84,1809.69,1809.9,16755,0
2021-09-01 18:00:00,1809.8,1815.5,1808.69,1815.41,10319,0
2021-09-01 19:00:00,1815.43,1816.55,1812.99,1813.32,6085,0
2021-09-01 20:00:00,1813.34,1813.91,1811.99,1812.68,4334,0
2021-09-01 21:00:00,1812.66,1813.44,1812.21,1813.23,3582,0
2021-09-01 22:00:00,1813.13,1815.09,1812.95,1814.73,3192,0
2021-09-01 23:00:00,1814.68,1814.71,1813.52,1813.77,1455,0
2021-09-02 01:00:00,1813.98,1814.16,1813.66,1813.89,767,0
2021-09-02 02:00:00,1814.0,1814.13,1812.81,1813.18,1445,0
2021-09-02 03:00:00,1813.11,1815.24,1812.97,1814.37,3933,0
2021-09-02 04:00:00,1814.43,1816.07,1813.09,1813.58,6202,0
2021-09-02 05:00:00,1813.6,1814.66,1813.08,1813.25,4472,0
2021-09-02 06:00:00,1813.33,1813.46,1811.14,1811.24,3417,0
2021-09-02 07:00:00,1811.21,1812.09,1810.67,1810.98,1862,0
2021-09-02 08:00:00,1810.9,1814.53,1810.79,1814.35,3179,0
2021-09-02 09:00:00,1814.4,1815.31,1813.56,1814.92,5900,0
2021-09-02 10:00:00,1814.94,1815.18,1812.29,1814.72,6093,0
2021-09-02 11:00:00,1814.74,1815.87,1814.1,1815.63,5358,0
2021-09-02 12:00:00,1815.62,1817.05,1814.7,1816.83,4914,0
2021-09-02 13:00:00,1816.69,1817.15,1815.18,1815.29,3658,0
2021-09-02 14:00:00,1815.18,1816.11,1813.07,1815.54,4824,0
2021-09-02 15:00:00,1815.45,1816.35,1809.44,1813.81,11353,0
2021-09-02 16:00:00,1813.74,1813.82,1809.19,1812.41,14727,0
2021-09-02 17:00:00,1812.43,1813.55,1804.86,1812.51,17134,0
2021-09-02 18:00:00,1812.53,1813.41,1808.05,1809.03,8059,0
2021-09-02 19:00:00,1808.82,1809.85,1807.02,1809.16,5701,0
2021-09-02 20:00:00,1809.12,1809.97,1807.94,1809.7,4306,0
2021-09-02 21:00:00,1809.73,1811.08,1808.4,1809.28,3708,0
2021-09-02 22:00:00,1809.22,1810.44,1809.02,1809.81,2998,0
2021-09-02 23:00:00,1809.81,1810.28,1809.34,1809.55,1304,0
2021-09-03 01:00:00,1809.53,1809.76,1809.0,1809.08,1114,0
2021-09-03 02:00:00,1809.07,1809.64,1809.07,1809.42,1306,0
2021-09-03 03:00:00,1809.53,1811.09,1808.94,1811.08,2778,0
2021-09-03 04:00:00,1811.01,1813.23,1810.55,1812.94,6325,0
2021-09-03 05:00:00,1813.01,1814.84,1812.46,1813.25,5594,0
2021-09-03 06:00:00,1813.3,1814.08,1812.51,1812.51,3622,0
2021-09-03 07:00:00,1812.56,1812.66,1811.32,1811.61,2103,0
2021-09-03 08:00:00,1811.58,1812.91,1810.56,1812.67,3811,0
2021-09-03 09:00:00,1812.65,1813.61,1811.87,1813.18,6518,0
2021-09-03 10:00:00,1813.15,1814.44,1810.96,1811.27,5629,0
2021-09-03 11:00:00,1811.2,1813.1,1811.08,1811.55,4241,0
2021-09-03 12:00:00,1811.62,1813.79,1811.35,1813.51,4576,0
2021-09-03 13:00:00,1813.54,1813.96,1812.79,1813.52,3629,0
2021-09-03 14:00:00,1813.61,1815.42,1813.61,1814.65,5630,0
2021-09-03 15:00:00,1814.7,1829.49,1813.07,1823.41,22263,0
2021-09-03 16:00:00,1823.54,1826.59,1819.19,1824.88,23210,0
2021-09-03 17:00:00,1824.7,1831.15,1821.96,1830.24,18148,0
2021-09-03 18:00:00,1830.25,1833.95,1827.62,1829.36,12072,0
2021-09-03 19:00:00,1829.26,1830.38,1828.0,1830.09,5668,0
2021-09-03 20:00:00,1830.04,1832.79,1829.59,1831.17,4849,0
2021-09-03 21:00:00,1831.19,1831.42,1829.84,1830.48,3435,0
2021-09-03 22:00:00,1830.44,1830.57,1828.29,1828.59,3257,0
2021-09-03 23:00:00,1828.48,1828.94,1827.25,1827.59,1891,0
2021-09-06 01:00:00,1828.2,1830.24,1828.05,1828.53,2588,0
2021-09-06 02:00:00,1828.64,1828.77,1827.5,1827.62,2345,0
2021-09-06 03:00:00,1827.63,1827.85,1825.56,1825.76,3624,0
2021-09-06 04:00:00,1825.73,1828.51,1825.19,1827.34,8253,0
2021-09-06 05:00:00,1827.43,1828.14,1826.58,1827.54,4339,0
2021-09-06 06:00:00,1827.57,1827.94,1825.58,1825.77,3471,0
2021-09-06 07:00:00,1825.88,1826.98,1825.57,1826.44,1890,0
2021-09-06 08:00:00,1826.46,1827.94,1825.48,1827.69,3775,0
2021-09-06 09:00:00,1827.53,1828.33,1826.34,1826.52,6074,0
2021-09-06 10:00:00,1826.54,1827.08,1825.53,1825.98,5320,0
2021-09-06 11:00:00,1826.0,1827.01,1823.87,1824.79,5198,0
2021-09-06 12:00:00,1824.95,1825.66,1823.59,1824.67,4609,0
2021-09-06 13:00:00,1824.67,1824.94,1822.8,1823.98,3460,0
2021-09-06 14:00:00,1823.93,1824.89,1822.97,1823.94,3413,0
2021-09-06 15:00:00,1823.93,1823.95,1822.38,1822.61,4143,0
2021-09-06 16:00:00,1822.43,1824.18,1821.8,1823.4,5931,0
2021-09-06 17:00:00,1823.37,1823.46,1821.38,1821.8,4715,0
2021-09-06 18:00:00,1821.77,1823.09,1821.43,1822.01,2923,0
2021-09-06 19:00:00,1821.96,1823.51,1821.94,1823.14,1858,0
2021-09-07 01:00:00,1823.56,1823.74,1821.93,1822.62,1335,0
2021-09-07 02:00:00,1822.64,1824.19,1822.6,1823.54,1563,0
2021-09-07 03:00:00,1823.6,1826.28,1823.23,1825.95,3484,0
2021-09-07 04:00:00,1826.04,1827.26,1825.5,1826.42,6025,0
2021-09-07 05:00:00,1826.57,1827.17,1825.1,1826.07,4045,0
2021-09-07 06:00:00,1826.07,1826.13,1822.63,1823.19,4244,0
2021-09-07 07:00:00,1823.15,1823.38,1821.21,1821.53,3763,0
2021-09-07 08:00:00,1821.54,1821.82,1816.98,1818.44,6750,0
2021-09-07 09:00:00,1818.28,1818.94,1815.56,1818.7,8579,0
2021-09-07 10:00:00,1818.71,1820.61,1817.48,1817.65,7994,0
2021-09-07 11:00:00,1817.72,1817.72,1813.11,1814.77,8707,0
2021-09-07 12:00:00,1814.81,1814.93,1810.03,1810.56,8380,0
2021-09-07 13:00:00,1810.47,1812.19,1809.63,1810.46,7855,0
2021-09-07 14:00:00,1810.47,1811.31,1808.35,1811.0,7468,0
2021-09-07 15:00:00,1810.85,1813.26,1808.52,1808.74,11930,0
2021-09-07 16:00:00,1808.67,1814.99,1808.44,1809.79,15401,0
2021-09-07 17:00:00,1809.79,1809.98,1792.04,1796.82,20688,0
2021-09-07 18:00:00,1796.75,1798.45,1792.36,1797.33,12271,0
2021-09-07 19:00:00,1797.34,1798.82,1794.29,1795.86,7522,0
2021-09-07 20:00:00,1795.94,1797.16,1795.48,1796.5,4686,0
2021-09-07 21:00:00,1796.61,1798.2,1796.1,1796.2,4112,0
2021-09-07 22:00:00,1796.33,1796.91,1793.15,1793.66,4495,0
2021-09-07 23:00:00,1793.59,1794.56,1793.36,1793.92,1654,0
2021-09-08 01:00:00,1795.21,1795.67,1794.84,1795.29,1376,0
2021-09-08 02:00:00,1795.17,1795.82,1794.66,1795.67,1525,0
2021-09-08 03:00:00,1795.71,1798.79,1795.4,1798.38,3094,0
2021-09-08 04:00:00,1798.44,1798.87,1796.08,1798.19,6553,0
2021-09-08 05:00:00,1798.18,1801.1,1797.97,1800.39,5520,0
2021-09-08 06:00:00,1800.37,1800.8,1797.03,1798.13,4343,0
2021-09-08 07:00:00,1798.12,1798.37,1797.32,1798.25,2222,0
2021-09-08 08:00:00,1798.25,1798.29,1796.1,1796.27,4892,0
2021-09-08 09:00:00,1796.19,1797.35,1794.3,1795.71,8651,0
2021-09-08 10:00:00,1795.41,1801.28,1795.02,1798.81,9709,0
2021-09-08 11:00:00,1798.96,1799.6,1797.57,1798.7,7860,0
2021-09-08 12:00:00,1798.81,1799.07,1796.95,1796.96,5485,0
2021-09-08 13:00:00,1797.01,1798.34,1796.75,1797.83,4709,0
2021-09-08 14:00:00,1797.76,1799.93,1796.4,1796.97,6494,0
