name,sr_wf,dd_wf,t_bh,t_ch,yrp_bh,yrn_bh,dsr,pbo
Premium/Discount-gated champion,1.035243612791379,-18.360635046428285,0.9529217672112678,-3.304907387750118,6,9,0.8548057833752261,0.0
