mode,order,stop,rr,lo,n_tr,sr_tr,net_tr,n_te,sr_te,net_te,hit_te
sweep,3,2.0,2.0,False,472,0.2900977665618464,20.90394223148151,202,0.0295698751684696,-1.1740423752068523,42.07920792079208
sweep,3,2.0,3.0,True,341,0.4719971514600807,36.50381820746679,138,0.6801913166010946,27.62366917067574,43.47826086956522
sweep,3,2.0,3.0,False,443,0.4702522288579431,40.75079348592877,196,0.2886232125423976,11.1596036210982,41.3265306122449
sweep,5,1.0,1.0,True,395,-0.7449688579099742,-20.238429824583662,154,-0.40418938477241856,-6.9432312793493765,51.94805194805194
sweep,5,1.0,1.0,False,698,-1.0256905449704794,-33.05976641965657,289,-0.8377805062777176,-16.92749149131268,49.13494809688581
sweep,5,1.0,1.5,True,388,-0.5726382048510087,-18.97890986695039,144,-0.9103105874981866,-16.269765174294974,36.11111111111111
sweep,5,1.0,1.5,False,653,-0.8075498828392835,-31.173005605956234,267,-0.9814316495045183,-22.06142954828708,37.453183520599254
sweep,5,1.0,2.0,True,373,-0.847439566121975,-28.762609074969745,143,-0.5563354008296435,-11.611406500630096,33.56643356643357
sweep,5,1.0,2.0,False,614,-0.7011220066163844,-30.50630881723319,252,-0.6234887123904578,-16.35176214870802,32.93650793650794
sweep,5,1.0,3.0,True,368,-0.468228675835607,-20.36850259623742,139,-0.31226451329303434,-8.052980212100394,28.776978417266186
sweep,5,1.0,3.0,False,566,-0.39954710373294716,-21.73963189441116,229,-0.6499758536982136,-19.16725062249779,25.327510917030565
sweep,5,1.5,1.0,True,347,-0.4232243368725585,-16.86972255678417,128,-0.32299210619512614,-7.806143396174903,50.78125
sweep,5,1.5,1.0,False,574,-0.6365351041812848,-29.266848275520758,234,-0.6767872261813873,-18.783033288296835,49.14529914529914
sweep,5,1.5,1.5,True,327,-0.3714793046695234,-17.21280412678628,124,-0.23628466326263056,-6.707729418206924,44.354838709677416
sweep,5,1.5,1.5,False,508,-0.3539526797263746,-20.293489689339722,209,-0.5723325787787107,-17.81516253559093,40.66985645933015
sweep,5,1.5,2.0,True,324,-0.16787320386498805,-9.738002677776734,121,-0.23546459636223288,-7.273937724391416,38.84297520661157
sweep,5,1.5,2.0,False,477,-0.2580782924678673,-16.78284257711232,192,-0.5047360191419037,-17.418103245180887,35.41666666666667
sweep,5,1.5,3.0,True,318,-0.20473810442694387,-12.527892362270634,121,0.2324172085416549,6.2740687770278925,37.1900826446281
sweep,5,1.5,3.0,False,448,-0.33093576636543354,-21.351540921764695,177,-0.4009934847167828,-15.446763235536636,31.07344632768362
sweep,5,2.0,1.0,True,302,-0.2658463061329778,-13.672518284482038,119,-0.12389011066302157,-4.077852974763246,51.26050420168067
sweep,5,2.0,1.0,False,486,-0.58289744042283,-31.958808453581597,204,-0.6805000568952826,-21.711391261699546,47.05882352941176
sweep,5,2.0,1.5,True,295,-0.0445979854076275,-4.194247999136834,116,-0.09202873539238081,-3.754002284652387,43.96551724137931
sweep,5,2.0,1.5,False,432,-0.3549254126293705,-23.119645793192618,182,-0.5249303058633586,-19.318132457733157,40.65934065934066
sweep,5,2.0,2.0,True,292,0.031603158500744966,-0.22555553559696762,116,0.14235135679146577,3.1962976663895972,42.241379310344826
sweep,5,2.0,2.0,False,411,-0.33529635575630545,-23.0888859795854,170,-0.31264056602846874,-13.116778636450988,38.82352941176471
sweep,5,2.0,3.0,True,290,0.08042381999357656,2.8087838008940054,116,0.4358731306852898,14.853297052821375,42.241379310344826
sweep,5,2.0,3.0,False,392,-0.14052033607816986,-12.274669929041764,165,-0.36518888266923455,-15.563886212366597,36.36363636363637
bos,3,1.0,1.0,True,856,-0.4105529722270166,-17.16200502608089,441,0.4591239715597208,11.596185910228257,55.55555555555556
bos,3,1.0,1.0,False,1566,-0.8278713792473417,-40.568008785591495,720,0.10598527769817104,2.0713466316474296,52.63888888888889
bos,3,1.0,1.5,True,714,0.2511416485523446,11.62422603987629,370,1.0616883708435465,35.230356549959055,48.37837837837838
bos,3,1.0,1.5,False,1300,-0.04407419980456111,-5.55841297525707,596,0.692716050820992,31.970231226810256,44.46308724832215
bos,3,1.0,2.0,True,630,0.27147120453484214,13.748883639397107,321,1.2655172775694121,48.70091972028624,43.30218068535825
bos,3,1.0,2.0,False,1145,-0.08934425118762224,-9.296115309961422,520,0.8883085966831564,47.57687882820261,39.42307692307692
bos,3,1.0,3.0,True,529,0.26721954106511453,14.81450004088498,266,1.227387614679852,51.98128450586981,36.09022556390977
bos,3,1.0,3.0,False,951,0.17605370689988695,11.149785619976768,445,0.6774537364299448,36.33742977883264,31.011235955056183
bos,3,1.5,1.0,True,661,0.20654623805401442,10.275194208967747,329,1.1772306781875312,45.880935692244265,59.87841945288754
bos,3,1.5,1.0,False,1171,-0.0871307743876734,-9.700422605337508,530,1.0379380370681948,60.42492857786442,56.0377358490566
bos,3,1.5,1.5,True,533,0.504495912167014,33.62736075665836,264,1.4958526731862263,69.41576459233622,53.40909090909091
bos,3,1.5,1.5,False,934,-0.04905623224346807,-7.922211616168511,423,0.9730532666507428,57.62391061622611,47.99054373522459
bos,3,1.5,2.0,True,471,0.4835308032586049,33.741185512374244,230,1.621854198368845,87.55932261523009,48.26086956521739
bos,3,1.5,2.0,False,818,0.2318771010353781,17.29260715540211,372,1.1094496128916849,78.56269297725592,42.74193548387097
bos,3,1.5,3.0,True,399,0.658259683466217,53.73181301477905,194,1.348297733882326,75.05994922945607,42.78350515463917
bos,3,1.5,3.0,False,708,0.09567104868903609,3.975906607568106,317,1.06498842304325,69.02503872820151,39.11671924290221
bos,3,2.0,1.0,True,554,0.3972613828455991,26.93539849551037,266,1.4076639072560047,66.0758085690282,62.40601503759399
bos,3,2.0,1.0,False,937,0.3337725629434469,28.568648538126126,414,1.109681098605451,73.91458710825282,57.2463768115942
bos,3,2.0,1.5,True,439,0.5645838466365535,44.11520780218726,217,1.5686670265408988,84.09820517093834,54.83870967741935
bos,3,2.0,1.5,False,738,0.7486226282237947,90.45009140742764,341,0.9391495496382305,61.972472507826325,48.09384164222874
bos,3,2.0,2.0,True,388,0.4381957274935821,33.055183937153345,190,1.4351191607854996,82.92756991408007,51.578947368421055
bos,3,2.0,2.0,False,665,0.37139154726174295,35.419769565810896,303,1.037259341588164,77.50964486581259,47.85478547854785
bos,3,2.0,3.0,True,348,0.553216259913821,46.05052862914917,156,1.203669144084602,65.23679583288163,50.0
bos,3,2.0,3.0,False,606,0.5575104222193583,65.16301756524501,255,0.9437365176936452,62.1886059946151,47.05882352941176
bos,5,1.0,1.0,True,813,-0.4056270789997772,-16.688968331798975,434,0.30318109098540214,7.044393300106776,54.14746543778802
bos,5,1.0,1.0,False,1476,-0.8788021767659024,-41.90984056551057,677,-0.16746576125735574,-7.765791085203006,51.994091580502214
bos,5,1.0,1.5,True,680,0.21688181416713256,9.502813124181998,353,0.862559481890269,26.763037225236474,46.45892351274787
bos,5,1.0,1.5,False,1233,-0.36964691007241185,-23.915711703836422,555,0.3618902569267449,13.69726754682388,43.24324324324324
bos,5,1.0,2.0,True,588,0.19995438636419133,9.304784000697495,303,1.3190207178692268,49.99544066070422,42.57425742574257
bos,5,1.0,2.0,False,1066,-0.2319711180951928,-18.004091806752527,478,0.707592003346777,33.01035120441293,37.86610878661088
bos,5,1.0,3.0,True,491,0.17387751887605227,8.431354979108917,258,1.0663566186020292,45.81938595602722,33.33333333333333
bos,5,1.0,3.0,False,900,-0.01606327571064913,-4.886887549298152,407,0.4331192406414373,18.895624212036054,29.72972972972973
bos,5,1.5,1.0,True,606,0.27582036946456495,14.174701892860455,303,1.3362535366156172,50.62491130997907,59.73597359735974
bos,5,1.5,1.0,False,1078,-0.0693559166328474,-8.07312285350335,478,0.5723834431650452,25.925473461494278,54.18410041841004
bos,5,1.5,1.5,True,483,0.27458465533894383,15.311736770582158,236,1.6681226424671416,74.05740779053957,53.813559322033896
bos,5,1.5,1.5,False,861,-0.1575729511551543,-15.375826112824058,378,0.823078792735049,44.60824880173914,47.08994708994709
bos,5,1.5,2.0,True,422,0.5117657259921046,34.9762749164955,209,1.3195851835313306,61.97226711370308,45.933014354066984
bos,5,1.5,2.0,False,760,0.07600516092374794,2.272047825919387,335,0.6980112033821659,35.79939052289836,40.8955223880597
bos,5,1.5,3.0,True,359,0.4335889741741512,30.030470695895843,169,1.4372302942084851,73.42752892408944,43.19526627218935
bos,5,1.5,3.0,False,655,0.04455893612081412,-0.6003853968475852,277,0.8042703399638139,42.42219903827885,38.628158844765345
bos,5,2.0,1.0,True,489,0.44523517135890317,29.26537783430868,231,1.4608449541392474,64.46225385772465,62.33766233766234
bos,5,2.0,1.0,False,861,0.053680878161017895,0.2940067008316447,363,0.733517553161191,38.17764997194885,55.371900826446286
bos,5,2.0,1.5,True,389,0.45888387635438743,32.38130424378028,190,1.2723453567675176,63.40750728295137,52.63157894736842
bos,5,2.0,1.5,False,699,0.2559751906322593,20.348558138291594,304,0.5035981182138958,24.961556196007166,46.381578947368425
bos,5,2.0,2.0,True,343,0.3153445433445007,20.67830087470722,161,1.3870316016446531,70.51079968869706,50.931677018633536
bos,5,2.0,2.0,False,623,0.12863755962797194,7.167002958239976,263,0.8505688527324555,50.2133842096805,46.00760456273764
bos,5,2.0,3.0,True,306,0.5425754523620905,43.19775092541943,135,1.2826157831023517,67.35013237624742,49.629629629629626
bos,5,2.0,3.0,False,558,0.32187597250631333,29.48131661885435,231,0.8622784334868278,52.40284831579709,45.02164502164502
sr_bounce,3,1.0,1.0,True,1043,-1.2787608413178135,-48.32730507368396,390,0.21376474696439815,5.222008197679045,54.871794871794876
sr_bounce,3,1.0,1.0,False,1892,-1.8518618548795303,-71.49110612505731,804,-0.8437691305816105,-29.27004837551975,48.88059701492538
sr_bounce,3,1.0,1.5,True,975,-1.2622367149805813,-52.899290660469404,360,-0.13518932873828013,-6.114995914109869,43.05555555555556
sr_bounce,3,1.0,1.5,False,1656,-1.659180192931194,-71.60318655474654,703,-1.1316816566480072,-41.23898563899972,37.12660028449502
sr_bounce,3,1.0,2.0,True,934,-1.2460887487941517,-56.01304263458312,341,-0.03047878517204396,-2.6447713739593866,37.82991202346041
sr_bounce,3,1.0,2.0,False,1509,-1.5810072620428324,-72.85834662056865,632,-1.4468689394611185,-48.46185658502251,29.746835443037973
sr_bounce,3,1.0,3.0,True,880,-0.6479378328119172,-40.50482812445077,321,0.20445294317311546,6.160043030858219,32.398753894081
sr_bounce,3,1.0,3.0,False,1296,-0.6982887172350902,-48.995687624638464,541,-1.3281195865443975,-48.61445742092039,23.844731977818853
sr_bounce,3,1.5,1.0,True,804,-1.2268557535234963,-55.55109914664015,305,0.02393665515615344,-0.9715279604044156,52.78688524590164
sr_bounce,3,1.5,1.0,False,1342,-1.4423989204682075,-70.21767278308357,572,-0.8877496078815404,-36.71711339909216,47.37762237762238
sr_bounce,3,1.5,1.5,True,740,-0.9299430881109415,-50.88448407928855,282,0.16067660755422974,4.206311647157051,45.0354609929078
sr_bounce,3,1.5,1.5,False,1142,-1.312540461186864,-70.32564413852626,485,-0.5490016050622732,-26.285334498446787,39.381443298969074
sr_bounce,3,1.5,2.0,True,712,-0.6767183024092656,-43.673804051807295,263,0.20376073193759975,6.2419675898946565,40.68441064638783
sr_bounce,3,1.5,2.0,False,1007,-0.7195554856342372,-51.2937490290124,425,-0.4536447429377335,-23.7589754622971,35.76470588235294
sr_bounce,3,1.5,3.0,True,683,-0.36737845964664373,-31.462372420454457,256,0.8221285543912371,44.1062275402401,39.84375
sr_bounce,3,1.5,3.0,False,895,-0.7794695001871473,-55.61890256823593,377,-0.3632599804092746,-21.73866870510355,30.76923076923077
sr_bounce,3,2.0,1.0,True,643,-0.5709879899488401,-36.62509464093936,252,-0.2953800687656617,-13.059520859730199,51.587301587301596
sr_bounce,3,2.0,1.0,False,1030,-1.144909326460406,-67.20971357492347,441,-0.9784138422783505,-41.98152425248609,46.48526077097506
sr_bounce,3,2.0,1.5,True,602,-0.30728864799446665,-25.36666592037959,236,-0.1574387626172711,-8.92650687373198,45.76271186440678
sr_bounce,3,2.0,1.5,False,873,-0.4133962005204618,-37.21599735019352,374,-0.82917580107581,-39.086455527905684,40.37433155080214
sr_bounce,3,2.0,2.0,True,578,-0.20552001224691957,-20.3737448886381,230,0.333010540840407,13.671386488590073,45.21739130434783
sr_bounce,3,2.0,2.0,False,798,-0.6103238918188832,-49.31187348485041,337,-0.6193168651175546,-32.5339129838018,37.388724035608305
sr_bounce,3,2.0,3.0,True,559,-0.10057965265740791,-13.944942356240915,223,0.31973737684915327,13.814791793643181,42.152466367713004
sr_bounce,3,2.0,3.0,False,736,-0.5103842200858834,-45.1320272260125,316,-0.5554729830723327,-31.918139532933438,34.177215189873415
sr_bounce,5,1.0,1.0,True,836,-1.0681384136882166,-39.16600236536826,298,0.17474331281353248,3.702830899046546,54.36241610738255
sr_bounce,5,1.0,1.0,False,1673,-1.825967393572963,-68.36889815557579,704,-0.48110604191604733,-17.228533779669874,49.85795454545455
sr_bounce,5,1.0,1.5,True,776,-1.157280861985535,-45.93081186419787,267,-0.008257907196824487,-1.5343323434079963,43.82022471910113
sr_bounce,5,1.0,1.5,False,1502,-1.8010671710180792,-72.27116259753902,617,-0.6224203860534643,-24.41888382854171,38.897893030794165
sr_bounce,5,1.0,2.0,True,743,-1.111587968529296,-48.374194504167534,260,0.033281972813162065,-0.2847231635395815,38.07692307692307
sr_bounce,5,1.0,2.0,False,1382,-1.5208415622121152,-69.82380767232397,568,-0.8307921677629682,-31.694834169901725,31.161971830985912
sr_bounce,5,1.0,3.0,True,713,-0.5979175988738158,-34.847503010274835,246,0.28587541454977067,8.84786595951634,33.33333333333333
sr_bounce,5,1.0,3.0,False,1232,-0.8582083918585965,-54.13163739213565,506,-0.8917374683882308,-36.483967252661856,25.09881422924901
sr_bounce,5,1.5,1.0,True,653,-1.004105974959655,-45.07895978483704,224,0.29825805882908646,8.541919745144753,54.46428571428571
sr_bounce,5,1.5,1.0,False,1229,-1.3827435382108884,-67.16485408217046,511,-0.23661403456119318,-12.52695506184186,49.510763209393346
sr_bounce,5,1.5,1.5,True,605,-0.8965292148871902,-46.07077394217145,208,0.5284577284674286,17.373023130999357,47.59615384615385
sr_bounce,5,1.5,1.5,False,1072,-1.0614006416967106,-61.9748969646305,448,-0.15714170273307562,-10.164221943248123,40.625
sr_bounce,5,1.5,2.0,True,585,-0.5382203557038867,-34.084983564870285,198,0.4878866910934474,17.197582763323197,42.92929292929293
sr_bounce,5,1.5,2.0,False,978,-0.7102826022173744,-50.28848295326978,405,-0.3307324244404257,-18.40380443398614,35.80246913580247
sr_bounce,5,1.5,3.0,True,566,-0.4581067680903053,-32.71093708534558,194,1.0616378107081819,53.74554939789789,42.78350515463917
sr_bounce,5,1.5,3.0,False,877,-0.7170052350210896,-52.38679579086953,361,-0.3941615457005308,-22.57717858487669,30.47091412742382
sr_bounce,5,2.0,1.0,True,528,-0.7306304172719241,-40.608076494807555,189,0.13258535087610632,3.0141259472119373,54.4973544973545
sr_bounce,5,2.0,1.0,False,955,-0.9350872018849171,-58.84650600681945,408,-0.8360824141499845,-36.43374468793377,46.568627450980394
sr_bounce,5,2.0,1.5,True,506,-0.5370446872698226,-35.252353725391146,179,0.18015027728712957,5.0179414115829815,47.486033519553075
sr_bounce,5,2.0,1.5,False,850,-0.514645612735278,-42.48929317244217,359,-0.7423610946736148,-35.449486616757895,40.11142061281337
sr_bounce,5,2.0,2.0,True,492,-0.4687716033565907,-33.52009116907931,175,0.5385402073423899,22.57876427951213,46.85714285714286
sr_bounce,5,2.0,2.0,False,782,-0.710413768660957,-53.342883325433036,334,-0.7653833355725214,-37.62854489958115,35.62874251497006
sr_bounce,5,2.0,3.0,True,488,-0.2741867628453283,-24.414523691919896,174,0.7403799645034836,36.974405944328765,45.40229885057471
sr_bounce,5,2.0,3.0,False,733,-0.7346019389073123,-56.06933584841972,306,-0.7104849345440312,-37.28605298543677,33.006535947712415
