pair,order,hold,sharpe,max_drawdown_pct,dsr,pbo,fitness
SPX/NDX,3,3,-0.39953958747372564,30.790749678393816,0.42565859922933086,0.30158730158730157,9.5
GOLD/SILVER,3,3,-0.510938858345786,27.77446789496002,0.08411968146144327,0.7777777777777778,3.5
