book,k,sr,dd,h1,h2,worst
XAGUSD+US100+US30+GER30+BRENT,5,0.3859287634926746,-8.685580590054842,0.21337008310406805,0.540269440886222,0.21337008310406805
US100+US500+US30+BTCUSD,4,0.3842587922634872,-16.803253013943518,0.8224861878943239,-0.02222086437022844,-0.02222086437022844
XAGUSD+US500+US30+BTCUSD,4,0.38395280555075595,-14.352227812424513,0.7054722470789542,0.09184339513582601,0.09184339513582601
XAGUSD+US100+GER30+BTCUSD,4,0.382288452127067,-13.778377875848646,0.5304894055402964,0.25362372169587866,0.25362372169587866
XAGUSD+US500+GER30+BRENT,4,0.3785288192874588,-10.04369189538561,0.1509979433119991,0.5775234795498131,0.1509979433119991
US30+GER30+BRENT,3,0.37626243880729043,-12.845367072304004,0.1330702599321676,0.6160922745944569,0.1330702599321676
US100+US500+US30+GER30+BRENT,5,0.3760734532126764,-10.607428009323272,0.4497006695873213,0.3049710098329583,0.3049710098329583
US100+US30+GER30+BTCUSD,4,0.3757597858670894,-13.558306021784306,0.6456013688648613,0.12936726639105853,0.12936726639105853
XAGUSD+US100+US500+US30+BTCUSD,5,0.37318581423616104,-11.67309297464546,0.7101767824227168,0.0722160406991533,0.0722160406991533
US30+GER30+BTCUSD,3,0.3726097022708553,-16.856120397451424,0.5900530551625173,0.16842130528734198,0.16842130528734198
US100+US500+GER30+BTCUSD,4,0.3723273077503342,-15.570908410005968,0.6878955552258982,0.09082522981699338,0.09082522981699338
US500+US30+GER30+BRENT,4,0.36789328146606026,-11.260013952784698,0.341606249383562,0.3952531360254863,0.341606249383562
XAGUSD+US500+GER30+BTCUSD,4,0.3642945596661464,-13.972437094179845,0.5248448753168597,0.22422011005134632,0.22422011005134632
XAGUSD+US100+US500+GER30+BTCUSD,5,0.36029697763954577,-11.610712337054807,0.5733609504856472,0.17774532465799303,0.17774532465799303
XAGUSD+US100+US30+GER30+BTCUSD,5,0.36009728398461227,-13.09868574446571,0.5221967172803859,0.219425985559723,0.219425985559723
XAGUSD+US500+US30+GER30+BRENT,5,0.3574961030531244,-9.864769134778095,0.2204585616204972,0.4836202365164159,0.2204585616204972
XAGUSD+GER30+BTCUSD,3,0.3540121707592219,-17.795988332720512,0.398641774417552,0.31343762818165527,0.31343762818165527
XAGUSD+US30+GER30+BTCUSD,4,0.34855112961319984,-15.795834689652178,0.43837024507225697,0.2696906708009605,0.2696906708009605
US500+US30+GER30+BTCUSD,4,0.34791788607071233,-13.793881713712386,0.6118849416552044,0.10432251098084583,0.10432251098084583
XAGUSD+US30+GER30+BRENT,4,0.3472292138440167,-8.921728963429487,-0.017997606271053245,0.6651338619649253,-0.017997606271053245
