open_date,close_date,symbol,action,lots,sl,tp,open_price,close_price,pips,profit,duration,change,change_pct,dur_s,sl_dist,tp_dist,move
2025-11-03 05:01:00,2025-11-03 05:01:00,XAUUSD,Buy,0.1,4004.14,4016.54,4006.57,4008.69,212.0,21.2,15s,0.52%,0.52,15.0,2.430000000000291,9.9699999999998,2.119999999999891
2025-11-03 05:30:00,2025-11-03 05:31:00,XAUUSD,Buy,0.1,4004.21,4016.61,4006.67,4007.54,87.0,8.7,35s,0.21%,0.21,35.0,2.4600000000000364,9.940000000000055,0.8699999999998909
2025-11-03 07:03:00,2025-11-03 07:03:00,XAUUSD,Sell,0.1,4004.07,3991.67,4001.61,4001.38,23.0,2.3,5s,0.06%,0.06,5.0,2.4600000000000364,9.940000000000055,0.2300000000000182
2025-11-03 07:31:00,2025-11-03 07:31:00,XAUUSD,Buy,0.1,4013.2,4025.6,4015.67,4017.41,174.0,17.4,21s,0.42%,0.42,21.0,2.4700000000002547,9.929999999999836,1.7399999999997817
2025-11-03 08:00:00,2025-11-03 08:00:00,XAUUSD,Buy,0.1,4013.2,4025.6,4015.61,4015.76,15.0,1.5,13s,0.04%,0.04,13.0,2.4100000000003092,9.989999999999782,0.15000000000009095
2025-11-03 09:01:00,2025-11-03 09:01:00,XAUUSD,Buy,0.1,4016.42,4028.82,4018.86,4020.52,166.0,16.6,34s,0.40%,0.4,34.0,2.4400000000000546,9.960000000000036,1.6599999999998545
2025-11-03 11:26:00,2025-11-03 11:27:00,XAUUSD,Sell,0.1,4013.64,4001.24,4011.21,4005.74,547.0,54.7,1m,1.31%,1.31,60.0,2.4299999999998363,9.970000000000255,5.470000000000255
2025-11-03 11:44:00,2025-11-03 11:44:00,XAUUSD,Sell,0.1,4000.03,3987.63,3997.58,3996.49,109.0,10.9,16s,0.26%,0.26,16.0,2.450000000000273,9.949999999999818,1.0900000000001455
2025-11-03 17:00:00,2025-11-03 17:00:00,XAUUSD,Buy,0.1,4025.27,4037.67,4027.84,4030.44,260.0,26.0,15s,0.61%,0.61,15.0,2.5700000000001637,9.829999999999927,2.599999999999909
2025-11-03 18:13:00,2025-11-03 18:13:00,XAUUSD,Sell,0.1,4004.24,3991.84,4001.81,4002.29,-48.0,-4.8,1s,-0.11%,-0.11,1.0,2.4299999999998363,9.9699999999998,-0.4800000000000182
2025-11-04 03:27:00,2025-11-04 03:27:00,XAUUSD,Sell,0.1,3983.38,3970.98,3980.97,3981.25,-28.0,-2.8,2s,-0.07%,-0.07,2.0,2.4100000000003092,9.989999999999782,-0.2800000000002001
2025-11-04 04:03:00,2025-11-04 04:03:00,XAUUSD,Sell,0.1,3980.23,3967.83,3977.82,3975.94,188.0,18.8,23s,0.44%,0.44,23.0,2.4099999999998545,9.990000000000236,1.8800000000001091
2025-11-04 07:45:00,2025-11-04 07:45:00,XAUUSD,Sell,0.1,3977.91,3965.51,3975.48,3973.8,168.0,16.8,26s,0.39%,0.39,26.0,2.4299999999998363,9.9699999999998,1.6799999999998363
2025-11-04 10:01:00,2025-11-04 10:01:00,XAUUSD,Buy,0.1,3993.94,4006.34,3996.4,3997.75,135.0,13.5,26s,0.31%,0.31,26.0,2.4600000000000364,9.940000000000055,1.349999999999909
2025-11-04 14:32:00,2025-11-04 14:33:00,XAUUSD,Sell,0.1,3988.27,3975.87,3985.84,3985.86,-2.0,-0.2,20s,0.00%,0.0,20.0,2.4299999999998363,9.970000000000255,-0.01999999999998181
2025-11-05 03:04:00,2025-11-05 03:05:00,XAUUSD,Buy,0.1,3940.78,3953.18,3943.27,3944.2,93.0,9.3,35s,0.22%,0.22,35.0,2.4899999999997817,9.909999999999854,0.9299999999998363
2025-11-05 04:48:00,2025-11-05 04:48:00,XAUUSD,Buy,0.1,3946.99,3959.39,3949.5,3949.12,-38.0,-3.8,5s,-0.09%,-0.09,5.0,2.5100000000002183,9.889999999999873,-0.38000000000010914
2025-11-05 06:31:00,2025-11-05 06:32:00,XAUUSD,Buy,0.1,3962.87,3975.27,3965.37,3966.16,79.0,7.9,34s,0.18%,0.18,34.0,2.5,9.900000000000091,0.7899999999999636
2025-11-05 07:24:00,2025-11-05 07:24:00,XAUUSD,Buy,0.1,3973.62,3986.02,3976.03,3975.87,-16.0,-1.6,6s,-0.04%,-0.04,6.0,2.4100000000003092,9.989999999999782,-0.16000000000030923
2025-11-05 10:05:00,2025-11-05 10:06:00,XAUUSD,Buy,0.1,3975.99,3988.39,3978.54,3982.64,410.0,41.0,41s,0.95%,0.95,41.0,2.550000000000182,9.849999999999909,4.099999999999909
2025-11-05 12:03:00,2025-11-05 12:03:00,XAUUSD,Sell,0.1,3964.33,3951.93,3961.91,3961.75,16.0,1.6,3s,0.04%,0.04,3.0,2.4200000000000728,9.980000000000018,0.15999999999985448
2025-11-05 15:00:00,2025-11-05 15:00:00,XAUUSD,Buy,0.1,3967.49,3979.89,3969.99,3971.13,114.0,11.4,18s,0.26%,0.26,18.0,2.5,9.900000000000091,1.1400000000003274
2025-11-05 18:46:00,2025-11-05 18:47:00,XAUUSD,Buy,0.1,3983.12,3995.52,3985.53,3989.53,400.0,40.0,1m,0.91%,0.91,60.0,2.4100000000003092,9.989999999999782,4.0
2025-11-06 03:08:00,2025-11-06 03:08:00,XAUUSD,Sell,0.1,3968.64,3956.24,3966.22,3965.52,70.0,7.0,12s,0.16%,0.16,12.0,2.4200000000000728,9.980000000000018,0.6999999999998181
2025-11-06 04:02:00,2025-11-06 04:03:00,XAUUSD,Buy,0.1,3974.81,3987.21,3977.26,3978.67,141.0,14.1,13s,0.32%,0.32,13.0,2.450000000000273,9.949999999999818,1.4099999999998545
2025-11-06 05:38:00,2025-11-06 05:38:00,XAUUSD,Buy,0.1,3987.78,4000.18,3990.19,3990.39,20.0,2.0,25s,0.05%,0.05,25.0,2.4099999999998545,9.989999999999782,0.1999999999998181
2025-11-06 07:28:00,2025-11-06 07:28:00,XAUUSD,Buy,0.1,3988.24,4000.64,3990.68,3990.88,20.0,2.0,15s,0.04%,0.04,15.0,2.4400000000000546,9.960000000000036,0.20000000000027285
2025-11-06 08:55:00,2025-11-06 08:55:00,XAUUSD,Buy,0.1,3988.68,4001.08,3991.12,3992.56,144.0,14.4,14s,0.32%,0.32,14.0,2.4400000000000546,9.960000000000036,1.4400000000000546
2025-11-06 13:42:00,2025-11-06 13:42:00,XAUUSD,Buy,0.1,4014.13,4026.53,4016.56,4016.74,18.0,1.8,19s,0.04%,0.04,19.0,2.4299999999998363,9.970000000000255,0.1799999999998363
2025-11-06 14:53:00,2025-11-06 14:53:00,XAUUSD,Sell,0.1,4006.69,3994.29,4004.26,4003.44,82.0,8.2,12s,0.18%,0.18,12.0,2.4299999999998363,9.970000000000255,0.8200000000001637
2025-11-06 16:18:00,2025-11-06 16:18:00,XAUUSD,Sell,0.1,4005.59,3993.19,4003.06,4001.65,141.0,14.1,13s,0.32%,0.32,13.0,2.5300000000002,9.86999999999989,1.4099999999998545
2025-11-06 17:01:00,2025-11-06 17:01:00,XAUUSD,Sell,0.1,3991.02,3978.62,3988.52,3988.07,45.0,4.5,5s,0.10%,0.1,5.0,2.5,9.900000000000091,0.4499999999998181
2025-11-07 03:05:00,2025-11-07 03:06:00,XAUUSD,Buy,0.1,3992.83,4005.23,3995.27,3995.1,-17.0,-1.7,22s,-0.04%,-0.04,22.0,2.4400000000000546,9.960000000000036,-0.17000000000007276
2025-11-07 06:02:00,2025-11-07 06:03:00,XAUUSD,Sell,0.1,3990.7,3978.3,3988.23,3987.39,84.0,8.4,43s,0.19%,0.19,43.0,2.4699999999998,9.929999999999836,0.8400000000001455
2025-11-07 08:23:00,2025-11-07 08:23:00,XAUUSD,Buy,0.1,3996.42,4008.82,3998.85,3999.77,92.0,9.2,17s,0.20%,0.2,17.0,2.4299999999998363,9.970000000000255,0.9200000000000728
2025-11-07 08:48:00,2025-11-07 08:48:00,XAUUSD,Buy,0.1,4001.2,4013.6,4003.65,4003.41,-24.0,-2.4,25s,-0.05%,-0.05,25.0,2.450000000000273,9.949999999999818,-0.24000000000023647
2025-11-07 10:11:00,2025-11-07 10:11:00,XAUUSD,Buy,0.1,4007.68,4020.08,4010.32,4009.91,-41.0,-4.1,3s,-0.09%,-0.09,3.0,2.6400000000003274,9.759999999999764,-0.41000000000030923
2025-11-10 03:11:00,2025-11-10 03:11:00,XAUUSD,Buy,0.1,4025.39,4037.79,4027.84,4028.92,108.0,10.8,11s,0.24%,0.24,11.0,2.450000000000273,9.949999999999818,1.0799999999999272
2025-11-10 06:03:00,2025-11-10 06:03:00,XAUUSD,Buy,0.1,4050.91,4063.31,4053.31,4054.6,129.0,12.9,22s,0.29%,0.29,22.0,2.400000000000091,10.0,1.2899999999999636
2025-11-10 07:30:00,2025-11-10 07:30:00,XAUUSD,Buy,0.1,4054.4,4066.8,4056.97,4059.89,292.0,29.2,22s,0.65%,0.65,22.0,2.569999999999709,9.830000000000382,2.9200000000000728
2025-11-10 10:06:00,2025-11-10 10:07:00,XAUUSD,Buy,0.1,4076.81,4089.21,4079.24,4083.05,381.0,38.1,1m,0.84%,0.84,60.0,2.4299999999998363,9.970000000000255,3.8100000000004
2025-11-10 11:37:00,2025-11-10 11:37:00,XAUUSD,Buy,0.1,4082.88,4095.28,4085.4,4085.75,35.0,3.5,5s,0.08%,0.08,5.0,2.519999999999982,9.88000000000011,0.34999999999990905
2025-11-10 14:00:00,2025-11-10 14:00:00,XAUUSD,Buy,0.1,4083.61,4096.01,4086.02,4086.1,8.0,0.8,6s,0.02%,0.02,6.0,2.4099999999998545,9.990000000000236,0.07999999999992724
2025-11-10 16:34:00,2025-11-10 16:34:00,XAUUSD,Sell,0.1,4078.16,4065.76,4075.69,4075.97,-28.0,-2.8,1s,-0.06%,-0.06,1.0,2.4699999999998,9.929999999999836,-0.27999999999974534
2025-11-10 18:30:00,2025-11-10 18:30:00,XAUUSD,Buy,0.1,4091.83,4104.23,4094.27,4094.82,55.0,5.5,13s,0.12%,0.12,13.0,2.4400000000000546,9.959999999999582,0.5500000000001819
2025-11-11 05:09:00,2025-11-11 05:10:00,XAUUSD,Buy,0.1,4138.59,4150.99,4141.09,4140.87,-22.0,-2.2,24s,-0.05%,-0.05,24.0,2.5,9.899999999999636,-0.22000000000025466
2025-11-11 07:35:00,2025-11-11 07:35:00,XAUUSD,Sell,0.1,4132.12,4119.72,4129.67,4129.15,52.0,5.2,15s,0.11%,0.11,15.0,2.449999999999818,9.949999999999818,0.5200000000004366
2025-11-11 11:02:00,2025-11-11 11:03:00,XAUUSD,Buy,0.1,4135.36,4147.76,4137.79,4138.99,120.0,12.0,36s,0.26%,0.26,36.0,2.430000000000291,9.970000000000255,1.199999999999818
2025-11-11 14:20:00,2025-11-11 14:20:00,XAUUSD,Sell,0.1,4139.31,4126.91,4136.86,4137.13,-27.0,-2.7,12s,-0.06%,-0.06,12.0,2.4500000000007276,9.949999999999818,-0.27000000000043656
2025-11-11 14:52:00,2025-11-11 14:52:00,XAUUSD,Sell,0.1,4139.31,4126.91,4136.9,4136.8,10.0,1.0,27s,0.02%,0.02,27.0,2.410000000000764,9.989999999999782,0.0999999999994543
2025-11-11 15:34:00,2025-11-11 15:35:00,XAUUSD,Buy,0.1,4142.06,4154.46,4144.54,4144.86,32.0,3.2,42s,0.07%,0.07,42.0,2.4799999999995634,9.920000000000073,0.31999999999970896
2025-11-12 04:41:00,2025-11-12 04:41:00,XAUUSD,Sell,0.1,4128.71,4116.31,4126.15,4121.36,479.0,47.9,23s,1.04%,1.04,23.0,2.5600000000004,9.839999999999236,4.789999999999964
2025-11-12 06:05:00,2025-11-12 06:06:00,XAUUSD,Sell,0.1,4109.15,4096.75,4106.71,4105.56,115.0,11.5,43s,0.25%,0.25,43.0,2.4399999999996,9.960000000000036,1.1499999999996362
2025-11-12 07:30:00,2025-11-12 07:30:00,XAUUSD,Sell,0.1,4106.07,4093.67,4103.66,4103.16,50.0,5.0,6s,0.11%,0.11,6.0,2.4099999999998545,9.989999999999782,0.5
2025-11-12 10:22:00,2025-11-12 10:23:00,XAUUSD,Buy,0.1,4123.05,4135.45,4125.5,4126.49,99.0,9.9,33s,0.21%,0.21,33.0,2.449999999999818,9.949999999999818,0.9899999999997817
2025-11-12 14:15:00,2025-11-12 14:15:00,XAUUSD,Buy,0.1,4128.66,4141.06,4131.12,4131.49,37.0,3.7,18s,0.08%,0.08,18.0,2.4600000000000364,9.94000000000051,0.36999999999989086
2025-11-12 16:51:00,2025-11-12 16:51:00,XAUUSD,Buy,0.1,4137.37,4149.77,4139.85,4139.43,-42.0,-4.2,2s,-0.09%,-0.09,2.0,2.480000000000473,9.920000000000073,-0.42000000000007276
2025-11-13 03:00:00,2025-11-13 03:00:00,XAUUSD,Buy,0.1,4205.75,4218.15,4208.24,4208.21,-3.0,-0.3,2s,-0.01%,-0.01,2.0,2.4899999999997817,9.909999999999854,-0.02999999999974534
2025-11-13 05:47:00,2025-11-13 05:48:00,XAUUSD,Buy,0.1,4206.78,4219.18,4209.18,4209.52,34.0,3.4,47s,0.07%,0.07,47.0,2.4000000000005457,10.0,0.3400000000001455
2025-11-13 09:59:00,2025-11-13 09:59:00,XAUUSD,Buy,0.1,4217.16,4229.56,4219.59,4219.92,33.0,3.3,36s,0.07%,0.07,36.0,2.430000000000291,9.970000000000255,0.32999999999992724
2025-11-13 12:21:00,2025-11-13 12:21:00,XAUUSD,Buy,0.1,4237.16,4249.56,4239.66,4240.05,39.0,3.9,7s,0.08%,0.08,7.0,2.5,9.900000000000546,0.3900000000003274
2025-11-13 12:58:00,2025-11-13 12:58:00,XAUUSD,Sell,0.1,4227.5,4215.1,4224.98,4222.54,244.0,24.4,33s,0.52%,0.52,33.0,2.5200000000004366,9.8799999999992,2.4399999999996
2025-11-13 14:56:00,2025-11-13 14:56:00,XAUUSD,Buy,0.1,4238.19,4250.59,4240.59,4242.34,175.0,17.5,18s,0.37%,0.37,18.0,2.4000000000005457,10.0,1.75
2025-11-13 16:08:00,2025-11-13 16:08:00,XAUUSD,Sell,0.1,4221.87,4209.47,4219.45,4214.91,454.0,45.4,17s,0.96%,0.96,17.0,2.4200000000000728,9.979999999999563,4.539999999999964
2025-11-14 03:54:00,2025-11-14 03:54:00,XAUUSD,Buy,0.1,4187.73,4200.13,4190.15,4192.32,217.0,21.7,24s,0.45%,0.45,24.0,2.4200000000000728,9.980000000000473,2.1700000000000728
2025-11-14 07:09:00,2025-11-14 07:09:00,XAUUSD,Sell,0.1,4199.56,4187.16,4197.15,4193.58,357.0,35.7,38s,0.74%,0.74,38.0,2.410000000000764,9.989999999999782,3.569999999999709
2025-11-14 08:16:00,2025-11-14 08:16:00,XAUUSD,Sell,0.1,4186.54,4174.14,4184.14,4184.02,12.0,1.2,4s,0.02%,0.02,4.0,2.399999999999636,10.0,0.11999999999989086
2025-11-14 08:48:00,2025-11-14 08:48:00,XAUUSD,Sell,0.1,4176.22,4163.82,4173.76,4174.16,-40.0,-4.0,2s,-0.08%,-0.08,2.0,2.4600000000000364,9.94000000000051,-0.3999999999996362
2025-11-17 05:01:00,2025-11-17 05:01:00,XAUUSD,Sell,0.1,4074.47,4062.07,4071.98,4071.14,84.0,8.4,6s,0.17%,0.17,6.0,2.4899999999997817,9.909999999999854,0.8400000000001455
2025-11-17 07:17:00,2025-11-17 07:18:00,XAUUSD,Sell,0.1,4072.62,4060.22,4070.21,4070.25,-4.0,-0.4,23s,-0.01%,-0.01,23.0,2.4099999999998545,9.990000000000236,-0.03999999999996362
2025-11-17 09:55:00,2025-11-17 09:56:00,XAUUSD,Buy,0.1,4085.54,4097.94,4087.95,4087.69,-26.0,-2.6,11s,-0.05%,-0.05,11.0,2.4099999999998545,9.989999999999782,-0.25999999999976353
2025-11-17 12:53:00,2025-11-17 12:54:00,XAUUSD,Sell,0.1,4074.61,4062.21,4072.21,4068.53,368.0,36.8,1m,0.76%,0.76,60.0,2.400000000000091,10.0,3.6799999999998363
2025-11-17 15:05:00,2025-11-17 15:05:00,XAUUSD,Buy,0.1,4087.05,4099.45,4089.52,4090.56,104.0,10.4,31s,0.21%,0.21,31.0,2.4699999999998,9.929999999999836,1.0399999999999636
2025-11-17 16:00:00,2025-11-17 16:00:00,XAUUSD,Sell,0.1,4063.47,4051.07,4061.06,4061.26,-20.0,-2.0,5s,-0.04%,-0.04,5.0,2.4099999999998545,9.989999999999782,-0.20000000000027285
2025-11-17 18:03:00,2025-11-17 18:04:00,XAUUSD,Sell,0.1,4063.18,4050.78,4060.71,4060.31,40.0,4.0,9s,0.08%,0.08,9.0,2.4699999999998,9.929999999999836,0.40000000000009095
2025-11-18 03:51:00,2025-11-18 03:51:00,XAUUSD,Sell,0.1,4029.72,4017.32,4027.3,4026.58,72.0,7.2,4s,0.15%,0.15,4.0,2.419999999999618,9.980000000000018,0.7200000000002547
2025-11-18 06:17:00,2025-11-18 06:17:00,XAUUSD,Sell,0.1,4010.88,3998.48,4008.46,4007.16,130.0,13.0,22s,0.27%,0.27,22.0,2.4200000000000728,9.980000000000018,1.300000000000182
2025-11-18 09:01:00,2025-11-18 09:01:00,XAUUSD,Sell,0.1,4007.49,3995.09,4005.03,4005.05,-2.0,-0.2,3s,0.00%,0.0,3.0,2.4599999999995816,9.940000000000055,-0.01999999999998181
2025-11-18 10:31:00,2025-11-18 10:31:00,XAUUSD,Buy,0.1,4022.7,4035.1,4025.26,4026.45,119.0,11.9,29s,0.24%,0.24,29.0,2.5600000000004,9.83999999999969,1.1899999999995998
2025-11-18 11:54:00,2025-11-18 11:54:00,XAUUSD,Buy,0.1,4040.25,4052.65,4042.67,4042.47,-20.0,-2.0,6s,-0.04%,-0.04,6.0,2.4200000000000728,9.980000000000018,-0.20000000000027285
2025-11-18 12:46:00,2025-11-18 12:46:00,XAUUSD,Buy,0.1,4044.73,4057.13,4047.31,4050.23,292.0,29.2,23s,0.59%,0.59,23.0,2.5799999999999272,9.820000000000164,2.9200000000000728
2025-11-18 13:33:00,2025-11-18 13:33:00,XAUUSD,Buy,0.1,4048.03,4060.43,4050.5,4050.13,-37.0,-3.7,3s,-0.07%,-0.07,3.0,2.4699999999998,9.929999999999836,-0.36999999999989086
2025-11-18 15:30:00,2025-11-18 15:30:00,XAUUSD,Buy,0.1,4048.03,4060.43,4050.45,4050.94,49.0,4.9,13s,0.10%,0.1,13.0,2.419999999999618,9.980000000000018,0.49000000000023647
2025-11-19 03:06:00,2025-11-19 03:07:00,XAUUSD,Sell,0.1,4067.29,4054.89,4064.79,4063.57,122.0,12.2,30s,0.25%,0.25,30.0,2.5,9.900000000000091,1.2199999999998
2025-11-19 05:05:00,2025-11-19 05:05:00,XAUUSD,Buy,0.1,4075.86,4088.26,4078.33,4078.36,3.0,0.3,4s,0.01%,0.01,4.0,2.4699999999998,9.930000000000291,0.03000000000020009
2025-11-19 07:16:00,2025-11-19 07:16:00,XAUUSD,Buy,0.1,4078.1,4090.5,4080.53,4085.43,490.0,49.0,25s,0.99%,0.99,25.0,2.430000000000291,9.9699999999998,4.899999999999636
2025-11-19 10:00:00,2025-11-19 10:00:00,XAUUSD,Sell,0.1,4087.38,4074.98,4084.98,4084.72,26.0,2.6,16s,0.05%,0.05,16.0,2.400000000000091,10.0,0.2600000000002183
2025-11-19 11:44:00,2025-11-19 11:44:00,XAUUSD,Buy,0.1,4094.67,4107.07,4097.11,4098.92,181.0,18.1,22s,0.36%,0.36,22.0,2.4399999999996,9.960000000000036,1.8100000000004002
2025-11-19 14:10:00,2025-11-19 14:11:00,XAUUSD,Buy,0.1,4116.69,4129.09,4119.14,4119.66,52.0,5.2,29s,0.10%,0.1,29.0,2.4500000000007276,9.949999999999818,0.5199999999995271
2025-11-19 15:34:00,2025-11-19 15:34:00,XAUUSD,Sell,0.1,4109.02,4096.62,4106.6,4106.98,-38.0,-3.8,4s,-0.08%,-0.08,4.0,2.4200000000000728,9.980000000000473,-0.37999999999919964
2025-11-19 16:55:00,2025-11-19 16:55:00,XAUUSD,Buy,0.1,4117.69,4130.09,4120.19,4122.04,185.0,18.5,16s,0.37%,0.37,16.0,2.5,9.900000000000546,1.8500000000003638
2025-11-19 17:35:00,2025-11-19 17:36:00,XAUUSD,Buy,0.1,4117.69,4130.09,4120.09,4120.89,80.0,8.0,27s,0.16%,0.16,27.0,2.4000000000005457,10.0,0.8000000000001819
2025-11-20 04:06:00,2025-11-20 04:07:00,XAUUSD,Sell,0.1,4067.98,4055.58,4065.58,4065.65,-7.0,-0.7,5s,-0.01%,-0.01,5.0,2.400000000000091,10.0,-0.07000000000016371
2025-11-20 09:44:00,2025-11-20 09:44:00,XAUUSD,Sell,0.1,4061.0,4048.6,4058.54,4058.93,-39.0,-3.9,1s,-0.08%,-0.08,1.0,2.4600000000000364,9.940000000000055,-0.38999999999987267
2025-11-20 14:11:00,2025-11-20 14:11:00,XAUUSD,Buy,0.1,4070.24,4082.64,4072.69,4073.85,116.0,11.6,16s,0.23%,0.23,16.0,2.450000000000273,9.949999999999818,1.1599999999998545
2025-11-20 16:49:00,2025-11-20 16:49:00,XAUUSD,Buy,0.1,4093.99,4106.39,4096.45,4103.95,750.0,75.0,24s,1.48%,1.48,24.0,2.4600000000000364,9.94000000000051,7.5
2025-11-20 18:22:00,2025-11-20 18:22:00,XAUUSD,Sell,0.1,4069.19,4056.79,4066.68,4066.64,4.0,0.4,2s,0.01%,0.01,2.0,2.5100000000002183,9.889999999999873,0.03999999999996362
2025-11-21 03:00:00,2025-11-21 03:00:00,XAUUSD,Sell,0.1,4075.76,4063.36,4073.24,4068.18,506.0,50.6,39s,0.98%,0.98,39.0,2.5200000000004366,9.879999999999654,5.059999999999945
2025-11-21 04:56:00,2025-11-21 04:56:00,XAUUSD,Sell,0.1,4062.95,4050.55,4060.54,4058.2,234.0,23.4,25s,0.45%,0.45,25.0,2.4099999999998545,9.989999999999782,2.3400000000001455
2025-11-21 06:41:00,2025-11-21 06:41:00,XAUUSD,Sell,0.1,4051.79,4039.39,4049.34,4048.75,59.0,5.9,17s,0.11%,0.11,17.0,2.449999999999818,9.950000000000273,0.5900000000001455
2025-11-21 07:48:00,2025-11-21 07:48:00,XAUUSD,Sell,0.1,4050.12,4037.72,4047.71,4045.98,173.0,17.3,25s,0.33%,0.33,25.0,2.4099999999998545,9.990000000000236,1.7300000000000182
2025-11-21 08:00:00,2025-11-21 08:00:00,XAUUSD,Buy,0.1,4059.92,4072.32,4062.51,4064.07,156.0,15.6,12s,0.30%,0.3,12.0,2.5900000000001455,9.809999999999945,1.5599999999999454
2025-11-21 10:03:00,2025-11-21 10:03:00,XAUUSD,Sell,0.1,4027.24,4014.84,4024.7,4022.9,180.0,18.0,14s,0.34%,0.34,14.0,2.5399999999999636,9.859999999999673,1.7999999999997272
2025-11-21 11:05:00,2025-11-21 11:05:00,XAUUSD,Buy,0.1,4045.71,4058.11,4048.14,4048.02,-12.0,-1.2,5s,-0.02%,-0.02,5.0,2.4299999999998363,9.970000000000255,-0.11999999999989086
2025-11-24 03:07:00,2025-11-24 03:07:00,XAUUSD,Sell,0.1,4060.46,4048.06,4057.97,4056.0,197.0,19.7,35s,0.37%,0.37,35.0,2.4900000000002365,9.909999999999854,1.9699999999998
2025-11-24 03:30:00,2025-11-24 03:30:00,XAUUSD,Sell,0.1,4056.95,4044.55,4054.47,4053.32,115.0,11.5,16s,0.22%,0.22,16.0,2.480000000000018,9.919999999999618,1.1499999999996362
2025-11-24 04:53:00,2025-11-24 04:53:00,XAUUSD,Sell,0.1,4045.04,4032.64,4042.64,4042.04,60.0,6.0,17s,0.11%,0.11,17.0,2.400000000000091,10.0,0.599999999999909
2025-11-24 07:22:00,2025-11-24 07:22:00,XAUUSD,Sell,0.1,4043.1,4030.7,4040.52,4040.93,-41.0,-4.1,2s,-0.08%,-0.08,2.0,2.5799999999999272,9.820000000000164,-0.4099999999998545
2025-11-24 09:32:00,2025-11-24 09:32:00,XAUUSD,Buy,0.1,4055.65,4068.05,4058.14,4058.58,44.0,4.4,7s,0.08%,0.08,7.0,2.4899999999997817,9.91000000000031,0.44000000000005457
2025-11-24 10:00:00,2025-11-24 10:00:00,XAUUSD,Buy,0.1,4058.75,4071.15,4061.15,4062.58,143.0,14.3,26s,0.27%,0.27,26.0,2.400000000000091,10.0,1.4299999999998363
2025-11-24 11:07:00,2025-11-24 11:07:00,XAUUSD,Buy,0.1,4065.17,4077.57,4067.61,4069.19,158.0,15.8,15s,0.30%,0.3,15.0,2.4400000000000546,9.960000000000036,1.5799999999999272
2025-11-24 12:03:00,2025-11-24 12:03:00,XAUUSD,Buy,0.1,4071.8,4084.2,4074.37,4076.82,245.0,24.5,22s,0.46%,0.46,22.0,2.569999999999709,9.829999999999927,2.450000000000273
2025-11-24 14:42:00,2025-11-24 14:42:00,XAUUSD,Buy,0.1,4074.69,4087.09,4077.17,4077.81,64.0,6.4,13s,0.12%,0.12,13.0,2.480000000000018,9.920000000000073,0.6399999999998727
2025-11-24 16:56:00,2025-11-24 16:56:00,XAUUSD,Buy,0.1,4083.66,4096.06,4086.06,4085.8,-26.0,-2.6,1s,-0.05%,-0.05,1.0,2.400000000000091,10.000000000000455,-0.25999999999976353
2025-11-24 18:03:00,2025-11-24 18:03:00,XAUUSD,Buy,0.1,4091.49,4103.89,4093.93,4093.72,-21.0,-2.1,2s,-0.04%,-0.04,2.0,2.4400000000000546,9.960000000000491,-0.21000000000003638
2025-11-25 03:01:00,2025-11-25 03:01:00,XAUUSD,Sell,0.1,4127.54,4115.14,4124.97,4124.51,46.0,4.6,3s,0.09%,0.09,3.0,2.569999999999709,9.829999999999927,0.4600000000000364
2025-11-25 04:19:00,2025-11-25 04:20:00,XAUUSD,Buy,0.1,4141.96,4154.36,4144.46,4145.49,103.0,10.3,35s,0.19%,0.19,35.0,2.5,9.899999999999636,1.0299999999997453
2025-11-25 07:53:00,2025-11-25 07:54:00,XAUUSD,Buy,0.1,4145.98,4158.38,4148.4,4148.12,-28.0,-2.8,8s,-0.05%,-0.05,8.0,2.4200000000000728,9.980000000000473,-0.27999999999974534
2025-11-25 10:34:00,2025-11-25 10:35:00,XAUUSD,Sell,0.1,4132.61,4120.21,4130.08,4129.87,21.0,2.1,34s,0.04%,0.04,34.0,2.5299999999997453,9.86999999999989,0.21000000000003638
2025-11-25 14:20:00,2025-11-25 14:20:00,XAUUSD,Buy,0.1,4136.3,4148.7,4138.73,4138.49,-24.0,-2.4,5s,-0.04%,-0.04,5.0,2.4299999999993815,9.970000000000255,-0.23999999999978172
2025-11-25 15:10:00,2025-11-25 15:10:00,XAUUSD,Buy,0.1,4136.31,4148.71,4139.2,4139.57,37.0,3.7,9s,0.07%,0.07,9.0,2.889999999999418,9.510000000000218,0.36999999999989086
2025-11-25 16:46:00,2025-11-25 16:46:00,XAUUSD,Sell,0.1,4118.39,4105.99,4115.83,4112.95,288.0,28.8,15s,0.53%,0.53,15.0,2.5600000000004,9.840000000000146,2.880000000000109
2025-11-26 04:25:00,2025-11-26 04:25:00,XAUUSD,Buy,0.1,4156.88,4169.28,4159.47,4162.69,322.0,32.2,13s,0.59%,0.59,13.0,2.5900000000001455,9.80999999999949,3.219999999999345
2025-11-26 08:15:00,2025-11-26 08:15:00,XAUUSD,Sell,0.1,4159.0,4146.6,4156.55,4156.17,38.0,3.8,30s,0.07%,0.07,30.0,2.449999999999818,9.949999999999818,0.38000000000010914
2025-11-26 10:27:00,2025-11-26 10:27:00,XAUUSD,Buy,0.1,4166.13,4178.53,4168.61,4168.21,-40.0,-4.0,2s,-0.07%,-0.07,2.0,2.4799999999995634,9.920000000000073,-0.3999999999996362
