open_date,close_date,symbol,action,lots,sl,tp,open_price,close_price,pips,profit,duration,change,change_pct,dur_s,sl_dist,tp_dist,move,sgn,bar_lo,bar_hi,win_lo,win_hi,bar_range,win_range,avail,mom_1bar,entry_vs_prev
2025-11-27 10:01:00,2025-11-27 10:01:00,XAUUSD,Buy,0.1,4159.69,4172.09,4162.19,4162.25,6.0,0.6,5s,0.01%,0.01,5.0,2.5,9.900000000000546,0.06000000000040018,1.0,4155.475,4160.335,4152.555,4160.335,4.859999999999673,7.779999999999745,-1.8549999999995634,1.0700000000006185,3.884999999999309
2025-11-27 15:00:00,2025-11-27 15:00:00,XAUUSD,Sell,0.1,4154.75,4142.35,4152.35,4151.58,77.0,7.7,16s,0.14%,0.14,16.0,2.399999999999636,10.0,0.7700000000004366,-1.0,4152.745,4158.445,4152.745,4161.575,5.699999999999818,8.829999999999927,-0.39499999999952706,4.139999999999418,0.7150000000001455
2025-11-27 17:23:00,2025-11-27 17:23:00,XAUUSD,Buy,0.1,4158.22,4170.62,4160.65,4160.42,-23.0,-2.3,26s,-0.04%,-0.04,26.0,2.429999999999381,9.970000000000256,-0.22999999999956344,1.0,4154.465,4156.805,4154.465,4157.885,2.3400000000001455,3.4200000000000728,-2.764999999999418,-1.0,5.5549999999993815
2025-11-28 07:09:00,2025-11-28 07:09:00,XAUUSD,Sell,0.1,4180.96,4168.56,4178.28,4173.75,453.0,45.3,14s,0.82%,0.82,14.0,2.680000000000291,9.719999999999343,4.529999999999745,-1.0,4183.789,4187.3550000000005,4177.705,4187.3550000000005,3.566000000000713,9.650000000000546,0.5749999999998181,1.089999999999236,8.615000000000691
2025-12-01 07:13:00,2025-12-01 07:13:00,XAUUSD,Sell,0.1,4235.07,4222.67,4232.61,4229.67,294.0,29.4,25s,0.53%,0.53,25.0,2.4600000000000364,9.9399999999996,2.9399999999996,-1.0,4233.598,4238.905,4231.628,4242.478,5.306999999999789,10.850000000000364,0.9819999999999709,-1.730000000000473,4.115000000000691
2025-12-01 10:00:00,2025-12-01 10:00:00,XAUUSD,Buy,0.1,4244.47,4256.87,4246.95,4246.75,-20.0,-2.0,5s,-0.04%,-0.04,5.0,2.4799999999995634,9.920000000000073,-0.1999999999998181,1.0,4248.888,4262.025,4248.888,4262.025,13.136999999999716,13.136999999999716,15.074999999999818,2.556999999999789,-2.805000000000291
2025-12-01 12:03:00,2025-12-01 12:04:00,XAUUSD,Buy,0.1,4251.25,4263.65,4253.66,4253.88,22.0,2.2,21s,0.04%,0.04,21.0,2.4099999999998545,9.989999999999782,0.22000000000025466,1.0,4247.235,4256.445,4247.235,4256.445,9.210000000000036,9.210000000000036,2.7849999999998545,-3.6599999999998545,-0.6950000000006185
2025-12-01 14:11:00,2025-12-01 14:11:00,XAUUSD,Sell,0.1,4250.68,4238.28,4248.28,4247.9,38.0,3.8,11s,0.07%,0.07,11.0,2.4000000000005457,10.0,0.38000000000010914,-1.0,4238.425,4248.995,4238.425,4249.095,10.569999999999709,10.670000000000073,9.854999999999563,14.550000000000182,-1.1049999999995634
2025-12-01 15:30:00,2025-12-01 15:30:00,XAUUSD,Buy,0.1,4256.08,4268.48,4258.52,4259.34,82.0,8.2,16s,0.15%,0.15,16.0,2.4400000000005093,9.959999999999129,0.819999999999709,1.0,4221.595,4236.348,4221.505,4236.348,14.752999999999702,14.842999999999847,-22.17200000000048,-3.2899999999999636,30.61500000000069
2025-12-01 16:30:00,2025-12-01 16:30:00,XAUUSD,Sell,0.1,4246.61,4234.21,4244.11,4244.52,-41.0,-4.1,1s,-0.07%,-0.07,1.0,2.5,9.899999999999636,-0.410000000000764,-1.0,4230.295,4240.235,4225.005,4242.345,9.9399999999996,17.340000000000146,19.104999999999563,-2.660000000000764,-4.544999999999163
2025-12-02 03:01:00,2025-12-02 03:01:00,XAUUSD,Sell,0.1,4223.85,4211.45,4221.42,4221.27,15.0,1.5,5s,0.03%,0.03,5.0,2.430000000000291,9.970000000000256,0.1499999999996362,-1.0,4220.475,4225.135,4220.475,4226.168,4.6599999999998545,5.6929999999993015,0.944999999999709,-0.2999999999992724,-0.015000000000327418
2025-12-02 08:03:00,2025-12-02 08:04:00,XAUUSD,Buy,0.1,4223.73,4236.13,4226.17,4226.06,-11.0,-1.1,49s,-0.02%,-0.02,49.0,2.4400000000005093,9.960000000000036,-0.10999999999967258,1.0,4206.875,4215.1050000000005,4206.875,4216.955,8.230000000000473,10.079999999999927,-9.215000000000146,1.769999999999527,13.00500000000011
2025-12-02 11:06:00,2025-12-02 11:06:00,XAUUSD,Sell,0.1,4209.64,4197.24,4207.21,4206.28,93.0,9.3,15s,0.17%,0.17,15.0,2.430000000000291,9.970000000000256,0.930000000000291,-1.0,4184.735,4189.545,4184.735,4196.765,4.8100000000004,12.030000000000655,22.475000000000364,1.7600000000002183,-21.6850000000004
2025-12-02 16:02:00,2025-12-02 16:02:00,XAUUSD,Buy,0.1,4212.69,4225.09,4215.18,4217.53,235.0,23.5,18s,0.42%,0.42,18.0,2.490000000000691,9.909999999999854,2.3499999999994543,1.0,4166.545,4178.165,4166.545,4179.585,11.61999999999989,13.039999999999964,-35.595000000000255,-19.710000000000036,45.92500000000018
2025-12-02 17:36:00,2025-12-02 17:36:00,XAUUSD,Sell,0.1,4183.31,4170.91,4180.82,4179.75,107.0,10.7,5s,0.19%,0.19,5.0,2.490000000000691,9.909999999999854,1.069999999999709,-1.0,4190.0650000000005,4196.255,4190.0650000000005,4196.665,6.1899999999996,6.599999999999454,-9.2450000000008,-4.730000000000473,11.145000000000437
2025-12-03 03:00:00,2025-12-03 03:01:00,XAUUSD,Buy,0.1,4213.85,4226.25,4216.27,4217.24,97.0,9.7,23s,0.17%,0.17,23.0,2.4200000000000728,9.979999999999563,0.9699999999993452,1.0,4220.235,4227.3150000000005,4220.235,4227.3150000000005,7.080000000000837,7.080000000000837,11.045000000000073,1.5399999999999636,-10.164999999999964
2025-12-03 04:04:00,2025-12-03 04:04:00,XAUUSD,Buy,0.1,4218.66,4231.06,4221.07,4221.06,-1.0,-0.1,22s,0.00%,0.0,22.0,2.4099999999998545,9.990000000000691,-0.009999999999308784,1.0,4217.075,4221.155,4217.075,4224.0650000000005,4.079999999999927,6.990000000000691,2.9950000000008004,-1.5,0.13499999999930878
2025-12-03 07:31:00,2025-12-03 07:31:00,XAUUSD,Sell,0.1,4219.77,4207.37,4217.35,4215.9,145.0,14.5,17s,0.26%,0.26,17.0,2.4200000000000728,9.980000000000471,1.4500000000007276,-1.0,4200.0650000000005,4207.245,4200.0650000000005,4207.665,7.1799999999993815,7.599999999999454,17.284999999999854,3.480000000000473,-14.975000000000364
2025-12-03 09:24:00,2025-12-03 09:24:00,XAUUSD,Sell,0.1,4205.69,4193.29,4203.25,4203.26,-1.0,-0.1,6s,0.00%,0.0,6.0,2.4399999999996,9.960000000000036,-0.010000000000218279,-1.0,4198.6050000000005,4202.445,4198.6050000000005,4202.445,3.839999999999236,3.839999999999236,4.644999999999527,6.789999999999964,-3.7950000000000728
2025-12-03 11:08:00,2025-12-03 11:09:00,XAUUSD,Sell,0.1,4201.9,4189.5,4199.39,4197.89,150.0,15.0,38s,0.26%,0.26,38.0,2.509999999999309,9.890000000000327,1.5,-1.0,4196.865,4200.515,4196.865,4205.435,3.6500000000005457,8.570000000000618,2.5250000000005457,0.680000000000291,1.0249999999996362
2025-12-03 12:11:00,2025-12-03 12:12:00,XAUUSD,Sell,0.1,4199.41,4187.01,4197.0,4195.77,123.0,12.3,37s,0.22%,0.22,37.0,2.4099999999998545,9.989999999999782,1.2299999999995634,-1.0,4205.5650000000005,4210.335,4204.875,4210.335,4.769999999999527,5.460000000000036,-7.875,-4.619999999999891,11.465000000000146
2025-12-03 12:38:00,2025-12-03 12:38:00,XAUUSD,Sell,0.1,4201.9,4189.5,4199.49,4199.48,1.0,0.1,6s,0.00%,0.0,6.0,2.4099999999998545,9.989999999999782,0.010000000000218279,-1.0,4207.6050000000005,4214.135,4207.6050000000005,4214.135,6.529999999999745,6.529999999999745,-8.115000000000691,-0.75,8.454999999999927
2025-12-03 14:00:00,2025-12-03 14:00:00,XAUUSD,Buy,0.1,4207.86,4220.26,4210.27,4210.28,1.0,0.1,5s,0.00%,0.0,5.0,2.410000000000764,9.989999999999782,0.009999999999308784,1.0,4218.375,4240.545,4218.375,4240.545,22.170000000000073,22.170000000000073,30.274999999999636,13.69000000000051,-26.784999999999854
2025-12-03 18:55:00,2025-12-03 18:56:00,XAUUSD,Sell,0.1,4207.65,4195.25,4205.22,4202.28,294.0,29.4,57s,0.51%,0.51,57.0,2.429999999999381,9.970000000000256,2.9400000000005093,-1.0,4194.945,4205.495,4194.945,4205.495,10.550000000000182,10.550000000000182,10.275000000000546,-3.3400000000001455,-0.4250000000001819
2025-12-04 03:00:00,2025-12-04 03:00:00,XAUUSD,Buy,0.1,4210.21,4222.61,4212.66,4213.81,115.0,11.5,27s,0.20%,0.2,27.0,2.449999999999818,9.949999999999818,1.1500000000005457,1.0,4187.125,4201.295,4187.125,4201.295,14.170000000000073,14.170000000000073,-11.364999999999782,-0.8430000000007567,12.295000000000073
2025-12-04 03:45:00,2025-12-04 03:45:00,XAUUSD,Buy,0.1,4213.32,4225.72,4215.8,4216.33,53.0,5.3,13s,0.09%,0.09,13.0,2.480000000000473,9.920000000000073,0.5299999999997453,1.0,4193.495,4197.675,4192.545,4197.675,4.180000000000291,5.130000000000109,-18.125,3.8900000000003274,18.914999999999964
2025-12-04 04:03:00,2025-12-04 04:03:00,XAUUSD,Sell,0.1,4204.62,4192.22,4202.18,4202.24,-6.0,-0.6,2s,-0.01%,-0.01,2.0,2.4399999999996,9.960000000000036,-0.05999999999949068,-1.0,4192.545,4197.225,4192.545,4198.885,4.680000000000291,6.3400000000001455,9.635000000000218,1.319999999999709,-6.614999999999782
2025-12-04 04:34:00,2025-12-04 04:34:00,XAUUSD,Sell,0.1,4204.62,4192.22,4202.15,4202.45,-30.0,-3.0,4s,-0.05%,-0.05,4.0,2.4700000000002547,9.929999999999382,-0.3000000000001819,-1.0,4196.555,4198.385,4194.395,4198.385,1.8299999999999272,3.9899999999997817,7.7549999999992,-1.3299999999999272,-3.9149999999999636
2025-12-04 05:02:00,2025-12-04 05:02:00,XAUUSD,Sell,0.1,4201.41,4189.01,4198.91,4188.89,1002.0,100.2,33s,1.74%,1.74,33.0,2.5,9.899999999999636,10.019999999999527,-1.0,4194.045,4197.665,4189.3550000000005,4197.665,3.619999999999891,8.30999999999949,9.554999999999382,0.2899999999999636,-2.1649999999999636
2025-12-04 07:38:00,2025-12-04 07:38:00,XAUUSD,Sell,0.1,4189.6,4177.2,4187.2,4184.97,223.0,22.3,25s,0.38%,0.38,25.0,2.4000000000005457,10.0,2.2299999999995634,-1.0,4188.455,4191.665,4186.335,4193.755,3.2100000000000364,7.420000000000073,0.8649999999997817,3.389999999999418,1.735000000000582
2025-12-04 10:06:00,2025-12-04 10:06:00,XAUUSD,Buy,0.1,4192.48,4204.88,4194.88,4195.15,27.0,2.7,12s,0.05%,0.05,12.0,2.4000000000005457,10.0,0.26999999999952706,1.0,4198.885,4202.535,4198.145,4202.535,3.649999999999636,4.389999999999418,7.654999999999745,3.0799999999999272,-4.835000000000036
2025-12-04 11:43:00,2025-12-04 11:44:00,XAUUSD,Buy,0.1,4194.06,4206.46,4196.46,4197.45,99.0,9.9,51s,0.17%,0.17,51.0,2.399999999999636,10.0,0.9899999999997817,1.0,4197.715,4201.925,4197.015,4201.925,4.210000000000036,4.9099999999998545,5.4650000000001455,-3.1599999999998545,-2.505000000000109
2025-12-04 13:09:00,2025-12-04 13:09:00,XAUUSD,Buy,0.1,4200.24,4212.64,4202.7,4205.79,309.0,30.9,35s,0.52%,0.52,35.0,2.4600000000000364,9.94000000000051,3.0900000000001455,1.0,4185.155,4192.265,4185.155,4196.765,7.110000000000582,11.610000000000582,-5.934999999999491,-2.2799999999997453,12.454999999999927
2025-12-04 16:13:00,2025-12-04 16:13:00,XAUUSD,Buy,0.1,4204.06,4216.46,4206.49,4206.09,-40.0,-4.0,2s,-0.07%,-0.07,2.0,2.429999999999381,9.970000000000256,-0.3999999999996362,1.0,4206.3150000000005,4215.095,4206.3150000000005,4219.255,8.779999999999745,12.9399999999996,12.765000000000327,0.873000000000502,-0.6580000000003565
2025-12-04 18:09:00,2025-12-04 18:09:00,XAUUSD,Buy,0.1,4210.78,4223.18,4213.29,4213.89,60.0,6.0,29s,0.10%,0.1,29.0,2.5100000000002183,9.890000000000327,0.6000000000003638,1.0,4209.8550000000005,4217.395,4209.8550000000005,4217.395,7.539999999999964,7.539999999999964,4.105000000000473,3.0499999999992724,-3.1149999999997817
2025-12-05 03:07:00,2025-12-05 03:08:00,XAUUSD,Sell,0.1,4202.05,4189.65,4199.59,4199.92,-33.0,-3.3,23s,-0.06%,-0.06,23.0,2.4600000000000364,9.94000000000051,-0.32999999999992724,-1.0,4201.445,4208.645,4201.445,4208.645,7.200000000000728,7.200000000000728,-1.8549999999995634,-2.623000000000502,7.4080000000003565
2025-12-05 05:54:00,2025-12-05 05:54:00,XAUUSD,Buy,0.1,4208.21,4220.61,4210.65,4210.35,-30.0,-3.0,22s,-0.05%,-0.05,22.0,2.4399999999996,9.960000000000036,-0.2999999999992724,1.0,4218.755,4220.835,4218.385,4228.235,2.0799999999999272,9.849999999999454,17.585000000000036,0.7000000000007276,-9.325000000000728
2025-12-05 09:10:00,2025-12-05 09:10:00,XAUUSD,Buy,0.1,4226.89,4239.29,4229.33,4230.12,79.0,7.9,26s,0.13%,0.13,26.0,2.4399999999996,9.960000000000036,0.7899999999999636,1.0,4217.185,4222.195,4215.735,4222.195,5.009999999999309,6.460000000000036,-7.135000000000218,-2.8499999999994543,8.944999999999709
2025-12-08 04:54:00,2025-12-08 04:55:00,XAUUSD,Buy,0.1,4209.33,4221.73,4211.75,4211.21,-54.0,-5.4,23s,-0.09%,-0.09,23.0,2.4200000000000728,9.979999999999563,-0.5399999999999636,1.0,4206.785,4210.785,4206.785,4210.785,4.0,4.0,-0.9650000000001455,1.0100000000002183,1.4049999999997453
2025-12-08 07:33:00,2025-12-08 07:33:00,XAUUSD,Buy,0.1,4210.85,4223.25,4213.32,4214.67,135.0,13.5,25s,0.23%,0.23,25.0,2.469999999999345,9.930000000000293,1.3500000000003638,1.0,4209.665,4216.1050000000005,4206.075,4216.1050000000005,6.440000000000509,10.030000000000655,2.785000000000764,-0.7399999999997817,-0.3850000000002183
2025-12-08 10:00:00,2025-12-08 10:01:00,XAUUSD,Sell,0.1,4207.07,4194.67,4204.64,4203.58,106.0,10.6,18s,0.18%,0.18,18.0,2.429999999999381,9.970000000000256,1.0600000000004002,-1.0,4207.448,4210.255,4205.049,4210.255,2.806999999999789,5.206000000000131,-0.40899999999965075,0.3469999999997526,3.007999999999811
2025-12-08 12:31:00,2025-12-08 12:31:00,XAUUSD,Sell,0.1,4205.57,4193.17,4203.09,4201.38,171.0,17.1,25s,0.29%,0.29,25.0,2.4799999999995634,9.920000000000073,1.7100000000000364,-1.0,4210.808,4213.398,4210.725,4215.275,2.5900000000001455,4.549999999999272,-7.635000000000218,0.5100000000002183,8.49499999999989
2025-12-08 14:03:00,2025-12-08 14:03:00,XAUUSD,Buy,0.1,4210.32,4222.72,4212.78,4212.39,-39.0,-3.9,4s,-0.07%,-0.07,4.0,2.4600000000000364,9.94000000000051,-0.3899999999994179,1.0,4197.215,4209.975,4197.215,4211.6050000000005,12.760000000000218,14.390000000000327,-1.1749999999992724,-0.9899999999997817,11.284999999999854
2025-12-08 14:51:00,2025-12-08 14:52:00,XAUUSD,Buy,0.1,4211.5,4223.9,4214.01,4215.27,126.0,12.6,35s,0.21%,0.21,35.0,2.5100000000002183,9.889999999999418,1.2600000000002183,1.0,4195.398,4210.675,4176.898,4210.675,15.277000000000044,33.777000000000044,-3.3350000000000364,-10.550000000000182,16.025000000000546
2025-12-08 15:51:00,2025-12-08 15:51:00,XAUUSD,Sell,0.1,4201.97,4189.57,4199.56,4198.71,85.0,8.5,5s,0.14%,0.14,5.0,2.4099999999998545,9.990000000000691,0.8500000000003638,-1.0,4181.835,4190.085,4176.665,4190.085,8.25,13.420000000000073,22.895000000000437,5.130000000000109,-12.9350000000004
2025-12-09 03:03:00,2025-12-09 03:03:00,XAUUSD,Buy,0.1,4193.24,4205.64,4195.67,4196.14,47.0,4.7,26s,0.08%,0.08,26.0,2.430000000000291,9.970000000000256,0.47000000000025466,1.0,4189.705,4193.895,4189.705,4198.025,4.190000000000509,8.319999999999709,2.3549999999995634,0.7200000000002547,6.005000000000109
2025-12-09 03:30:00,2025-12-09 03:31:00,XAUUSD,Buy,0.1,4193.08,4205.48,4195.5,4195.54,4.0,0.4,21s,0.01%,0.01,21.0,2.4200000000000728,9.979999999999563,0.03999999999996362,1.0,4193.398,4198.568,4193.398,4198.568,5.170000000000073,5.170000000000073,3.068000000000211,4.0700000000006185,-2.3150000000005093
2025-12-09 04:04:00,2025-12-09 04:04:00,XAUUSD,Buy,0.1,4194.82,4207.22,4197.22,4196.85,-37.0,-3.7,3s,-0.06%,-0.06,3.0,2.4000000000005457,10.0,-0.36999999999989086,1.0,4191.705,4195.235,4191.705,4195.365,3.5299999999997453,3.6599999999998545,-1.855000000000473,0.4899999999997817,2.8150000000005093
2025-12-09 06:54:00,2025-12-09 06:55:00,XAUUSD,Sell,0.1,4188.4,4176.0,4186.0,4185.03,97.0,9.7,27s,0.16%,0.16,27.0,2.399999999999636,10.0,0.9700000000002547,-1.0,4180.125,4182.965,4180.095,4185.665,2.8400000000001455,5.569999999999709,5.904999999999745,-2.3900000000003274,-5.234999999999673
2025-12-09 10:01:00,2025-12-09 10:02:00,XAUUSD,Buy,0.1,4183.42,4195.82,4185.83,4185.53,-30.0,-3.0,41s,-0.05%,-0.05,41.0,2.4099999999998545,9.989999999999782,-0.3000000000001819,1.0,4201.5650000000005,4206.445,4201.5650000000005,4208.165,4.8799999999992,6.599999999999454,22.335000000000036,-0.8899999999994179,-16.80500000000029
2025-12-09 11:05:00,2025-12-09 11:05:00,XAUUSD,Buy,0.1,4196.37,4208.77,4198.82,4202.97,415.0,41.5,39s,0.69%,0.69,39.0,2.449999999999818,9.950000000000728,4.150000000000546,1.0,4201.658,4204.675,4200.965,4205.325,3.0169999999998254,4.359999999999673,6.505000000000109,0.32999999999992724,-5.005000000000109
2025-12-09 14:49:00,2025-12-09 14:50:00,XAUUSD,Buy,0.1,4204.12,4216.52,4206.52,4206.15,-37.0,-3.7,28s,-0.06%,-0.06,28.0,2.4000000000005457,10.0,-0.37000000000080036,1.0,4201.975,4210.195,4189.805,4210.195,8.219999999999345,20.389999999999418,3.6749999999992724,12.460000000000036,0.7950000000000728
2025-12-09 15:27:00,2025-12-09 15:27:00,XAUUSD,Sell,0.1,4201.01,4188.61,4198.61,4198.91,-30.0,-3.0,2s,-0.05%,-0.05,2.0,2.4000000000005457,10.0,-0.3000000000001819,-1.0,4194.735,4208.485,4194.735,4208.485,13.75,13.75,3.875,9.36999999999989,-3.494999999999891
2025-12-09 16:51:00,2025-12-09 16:51:00,XAUUSD,Buy,0.1,4205.59,4217.99,4208.06,4207.85,-21.0,-2.1,3s,-0.03%,-0.03,3.0,2.4700000000002547,9.929999999999382,-0.21000000000003638,1.0,4211.405,4221.345,4209.635,4221.345,9.94000000000051,11.710000000000036,13.284999999999854,5.747000000000298,-10.914999999999964
2025-12-09 17:29:00,2025-12-09 17:29:00,XAUUSD,Buy,0.1,4205.59,4217.99,4208.16,4208.16,0.0,0.0,16s,0.00%,0.0,16.0,2.569999999999709,9.829999999999927,0.0,1.0,4204.658,4211.385,4204.045,4211.385,6.726999999999862,7.3400000000001455,3.225000000000364,-0.75,-3.1950000000006185
2025-12-09 17:58:00,2025-12-09 17:58:00,XAUUSD,Buy,0.1,4207.67,4220.07,4210.11,4211.55,144.0,14.4,28s,0.24%,0.24,28.0,2.4399999999996,9.960000000000036,1.4400000000005093,1.0,4201.475,4208.585,4201.085,4208.585,7.109999999999673,7.5,-1.5249999999996362,-0.4400000000005093,3.074999999999818
2025-12-10 03:00:00,2025-12-10 03:00:00,XAUUSD,Sell,0.1,4209.49,4197.09,4207.07,4207.49,-42.0,-4.2,2s,-0.07%,-0.07,2.0,2.4200000000000728,9.979999999999563,-0.42000000000007276,-1.0,4209.765,4216.985,4207.595,4216.985,7.219999999999345,9.389999999999418,-0.5250000000005457,0.6199999999998909,9.765000000000327
2025-12-10 04:43:00,2025-12-10 04:43:00,XAUUSD,Buy,0.1,4215.66,4228.06,4218.09,4218.36,27.0,2.7,8s,0.04%,0.04,8.0,2.430000000000291,9.970000000000256,0.26999999999952706,1.0,4205.345,4209.505,4205.218,4209.505,4.1599999999998545,4.287000000000262,-8.585000000000036,-1.569999999999709,11.545000000000073
2025-12-10 05:40:00,2025-12-10 05:40:00,XAUUSD,Sell,0.1,4209.35,4196.95,4206.88,4207.07,-19.0,-1.9,5s,-0.03%,-0.03,5.0,2.4700000000002547,9.930000000000293,-0.18999999999959982,-1.0,4204.755,4211.955,4204.755,4214.225,7.199999999999818,9.470000000000255,2.125,-2.0,-1.444999999999709
2025-12-10 07:12:00,2025-12-10 07:12:00,XAUUSD,Sell,0.1,4206.19,4193.79,4203.79,4203.79,0.0,0.0,14s,0.00%,0.0,14.0,2.399999999999636,10.0,-0.0,-1.0,4204.258,4208.995,4204.258,4208.995,4.73700000000008,4.73700000000008,-0.4679999999998472,-1.1700000000000728,3.2950000000000728
2025-12-10 09:59:00,2025-12-10 10:00:00,XAUUSD,Sell,0.1,4205.62,4193.22,4203.2,4202.66,54.0,5.4,32s,0.09%,0.09,32.0,2.4200000000000728,9.979999999999563,0.5399999999999636,-1.0,4192.445,4195.455,4191.205,4196.305,3.0100000000002183,5.100000000000364,11.99499999999989,2.9099999999998545,-8.404999999999745
2025-12-10 10:10:00,2025-12-10 10:10:00,XAUUSD,Sell,0.1,4204.21,4191.81,4201.75,4200.5,125.0,12.5,27s,0.21%,0.21,27.0,2.4600000000000364,9.9399999999996,1.25,-1.0,4191.205,4196.305,4191.205,4196.305,5.100000000000364,5.100000000000364,10.545000000000073,0.6499999999996362,-7.604999999999563
2025-12-10 15:44:00,2025-12-10 15:45:00,XAUUSD,Buy,0.1,4199.9,4212.3,4202.3,4202.46,16.0,1.6,22s,0.03%,0.03,22.0,2.4000000000005457,10.0,0.15999999999985448,1.0,4192.818,4199.155,4189.985,4199.155,6.336999999999534,9.170000000000073,-3.1450000000004366,1.9899999999997817,5.875
2025-12-10 16:01:00,2025-12-10 16:01:00,XAUUSD,Buy,0.1,4199.9,4212.3,4202.44,4202.12,-32.0,-3.2,1s,-0.05%,-0.05,1.0,2.539999999999964,9.860000000000582,-0.31999999999970896,1.0,4192.685,4195.348,4192.685,4200.845,2.662999999999556,8.159999999999854,-1.5949999999993452,-0.14399999999932334,8.964999999999236
2025-12-11 03:02:00,2025-12-11 03:02:00,XAUUSD,Buy,0.1,4242.8,4255.2,4245.2,4245.38,18.0,1.8,8s,0.03%,0.03,8.0,2.399999999999636,10.0,0.18000000000029104,1.0,4209.095,4224.705,4209.095,4224.705,15.609999999999673,15.609999999999673,-20.49499999999989,-4.859999999999673,23.18499999999949
2025-12-11 03:44:00,2025-12-11 03:44:00,XAUUSD,Buy,0.1,4236.28,4248.68,4238.68,4238.46,-22.0,-2.2,6s,-0.04%,-0.04,6.0,2.4000000000005457,10.0,-0.22000000000025466,1.0,4211.848,4216.555,4211.848,4218.395,4.707000000000335,6.54700000000048,-20.284999999999854,0.693000000000211,25.93199999999979
2025-12-11 06:47:00,2025-12-11 06:47:00,XAUUSD,Sell,0.1,4211.83,4199.43,4209.43,4209.14,29.0,2.9,20s,0.05%,0.05,20.0,2.399999999999636,10.0,0.2899999999999636,-1.0,4210.765,4215.125,4210.3550000000005,4215.125,4.359999999999673,4.769999999999527,-0.9250000000001819,-0.3000000000001819,4.414999999999964
2025-12-11 07:39:00,2025-12-11 07:39:00,XAUUSD,Sell,0.1,4210.99,4198.59,4208.59,4207.16,143.0,14.3,16s,0.24%,0.24,16.0,2.399999999999636,10.0,1.430000000000291,-1.0,4211.205,4217.835,4211.205,4218.495,6.630000000000109,7.289999999999964,-2.6149999999997817,-0.6700000000000728,4.324999999999818
2025-12-11 09:36:00,2025-12-11 09:37:00,XAUUSD,Buy,0.1,4213.04,4225.44,4215.44,4216.4,96.0,9.6,1m,0.16%,0.16,60.0,2.399999999999636,10.0,0.9600000000000364,1.0,4213.575,4217.785,4213.575,4221.285,4.210000000000036,7.710000000000036,5.845000000000255,2.149999999999636,1.4349999999994907
2025-12-11 10:40:00,2025-12-11 10:40:00,XAUUSD,Buy,0.1,4216.16,4228.56,4218.56,4218.48,-8.0,-0.8,9s,-0.01%,-0.01,9.0,2.4000000000005457,10.0,-0.08000000000083674,1.0,4211.545,4217.655,4211.545,4218.925,6.109999999999673,7.380000000000109,0.3649999999997817,-3.180000000000291,1.3450000000002547
2025-12-11 11:47:00,2025-12-11 11:48:00,XAUUSD,Buy,0.1,4217.21,4229.61,4219.61,4221.14,153.0,15.3,47s,0.25%,0.25,47.0,2.399999999999636,10.0,1.5300000000006548,1.0,4209.445,4215.175,4208.525,4215.175,5.730000000000473,6.650000000000546,-4.434999999999491,0.009999999999308784,5.0349999999998545
2025-12-11 13:37:00,2025-12-11 13:38:00,XAUUSD,Sell,0.1,4214.3,4201.9,4211.9,4211.72,18.0,1.8,42s,0.03%,0.03,42.0,2.4000000000005457,10.0,0.17999999999938154,-1.0,4209.175,4220.785,4209.175,4223.235,11.609999999999673,14.05999999999949,2.7249999999994543,-0.8800000000001091,0.7450000000008004
2025-12-11 14:01:00,2025-12-11 14:03:00,XAUUSD,Sell,0.1,4212.91,4200.51,4210.35,4209.09,126.0,12.6,1m,0.21%,0.21,60.0,2.5599999999994907,9.840000000000146,1.2600000000002183,-1.0,4217.685,4229.405,4217.685,4231.785,11.719999999999345,14.099999999999454,-7.335000000000036,-1.25,10.424999999999272
2025-12-11 15:16:00,2025-12-11 15:16:00,XAUUSD,Sell,0.1,4211.27,4198.87,4208.87,4205.58,329.0,32.9,26s,0.54%,0.54,26.0,2.4000000000005457,10.0,3.2899999999999636,-1.0,4236.935,4244.275,4236.935,4256.175,7.339999999999236,19.23999999999978,-28.06500000000051,-7.579999999999927,28.704999999999927
2025-12-11 15:32:00,2025-12-11 15:33:00,XAUUSD,Sell,0.1,4212.91,4200.51,4210.51,4209.67,84.0,8.4,20s,0.14%,0.14,20.0,2.399999999999636,10.0,0.8400000000001455,-1.0,4238.245,4256.175,4238.245,4261.215,17.93000000000029,22.970000000000255,-27.734999999999673,-1.0700000000006185,28.13500000000022
2025-12-11 16:08:00,2025-12-11 16:08:00,XAUUSD,Buy,0.1,4223.52,4235.92,4225.92,4225.89,-3.0,-0.3,8s,0.00%,0.0,8.0,2.399999999999636,10.0,-0.02999999999974534,1.0,4249.8550000000005,4257.385,4249.8550000000005,4261.325,7.529999999999745,11.469999999999345,35.404999999999745,1.2600000000002183,-29.86499999999978
2025-12-11 17:33:00,2025-12-11 17:33:00,XAUUSD,Buy,0.1,4242.06,4254.46,4244.46,4245.17,71.0,7.1,19s,0.12%,0.12,19.0,2.399999999999636,10.0,0.7100000000000364,1.0,4272.005,4277.598,4272.005,4279.435,5.592999999999847,7.430000000000291,34.975000000000364,-1.3500000000003638,-31.404999999999745
