open_date,close_date,symbol,action,lots,sl,tp,open_price,close_price,pips,profit,duration,change,change_pct,dur_s,sl_dist,tp_dist,move,sgn,bar_lo,bar_hi,win_lo,win_hi,bar_range,win_range,avail,mom_1bar,entry_vs_prev
2025-10-16 12:55:00,2025-10-16 12:55:00,XAUUSD,Buy,0.1,4233.35,4245.75,4235.76,4236.85,109.0,10.9,13s,0.35%,0.35,13.0,2.4099999999998545,9.989999999999782,1.0900000000001455,1.0,4232.765,4240.175,4232.765,4247.015,7.4099999999998545,14.25,11.25500000000011,-1.2730000000001382,-1.2150000000001455
2025-10-16 15:34:00,2025-10-16 15:34:00,XAUUSD,Buy,0.1,4245.05,4257.45,4247.45,4247.68,23.0,2.3,5s,0.07%,0.07,5.0,2.399999999999636,10.0,0.23000000000047294,1.0,4267.005,4273.035,4267.005,4275.7480000000005,6.029999999999745,8.743000000000393,28.298000000000684,2.2929999999996653,-24.097999999999956
2025-10-17 10:19:00,2025-10-17 10:19:00,XAUUSD,Sell,0.1,4344.53,4332.13,4342.1,4341.88,22.0,2.2,18s,0.07%,0.07,18.0,2.429999999999381,9.970000000000256,0.22000000000025466,-1.0,4335.925,4341.335,4319.415,4341.415,5.4099999999998545,22.0,22.6850000000004,2.0869999999995343,-4.2020000000002256
2025-10-20 05:30:00,2025-10-20 05:31:00,XAUUSD,Buy,0.1,4266.52,4278.92,4268.92,4269.63,71.0,7.1,11s,0.23%,0.23,11.0,2.399999999999636,10.0,0.7100000000000364,1.0,4249.7390000000005,4260.225,4239.3550000000005,4260.225,10.485999999999876,20.86999999999989,-8.694999999999709,-4.530000000000655,12.135000000000218
2025-10-20 08:23:00,2025-10-20 08:23:00,XAUUSD,Sell,0.1,4251.41,4239.01,4248.83,4248.25,58.0,5.8,4s,0.19%,0.19,4.0,2.5799999999999272,9.819999999999707,0.5799999999999272,-1.0,4256.795,4261.505,4256.738,4265.915,4.710000000000036,9.17699999999968,-7.9080000000003565,-5.649999999999636,11.715000000000146
2025-10-20 08:49:00,2025-10-20 08:49:00,XAUUSD,Sell,0.1,4251.41,4239.01,4248.91,4247.07,184.0,18.4,12s,0.59%,0.59,12.0,2.5,9.899999999999636,1.8400000000001455,-1.0,4252.115,4259.435,4252.035,4260.048,7.3200000000006185,8.01299999999992,-3.125,1.5799999999999272,9.835000000000036
2025-10-20 13:06:00,2025-10-20 13:06:00,XAUUSD,Sell,0.1,4252.8,4240.4,4250.26,4250.17,9.0,0.9,3s,0.03%,0.03,3.0,2.539999999999964,9.860000000000582,0.09000000000014552,-1.0,4313.209,4324.655,4313.209,4324.655,11.445999999999913,11.445999999999913,-62.948999999999614,-3.3499999999994543,72.98499999999967
2025-10-20 14:48:00,2025-10-20 14:48:00,XAUUSD,Buy,0.1,4263.71,4276.11,4266.14,4265.74,-40.0,-4.0,1s,-0.13%,-0.13,1.0,2.430000000000291,9.969999999999343,-0.4000000000005457,1.0,4323.875,4334.598,4323.875,4347.455,10.722999999999956,23.579999999999927,81.3149999999996,-1.0399999999999636,-58.89499999999953
2025-10-20 17:20:00,2025-10-20 17:20:00,XAUUSD,Buy,0.1,4324.64,4337.04,4327.17,4333.87,670.0,67.0,16s,2.13%,2.13,16.0,2.5299999999997453,9.86999999999989,6.699999999999818,1.0,4340.215,4350.555,4336.945,4350.555,10.340000000000146,13.610000000000582,23.38500000000022,-1.4229999999997744,-19.00500000000011
2025-10-21 04:17:00,2025-10-21 04:17:00,XAUUSD,Sell,0.1,4358.32,4345.92,4355.78,4354.86,92.0,9.2,13s,0.29%,0.29,13.0,2.539999999999964,9.859999999999673,0.9200000000000728,-1.0,4341.805,4345.485,4339.015,4345.485,3.6799999999993815,6.469999999999345,16.764999999999418,2.850000000000364,-12.234999999999673
2025-10-21 04:30:00,2025-10-21 04:30:00,XAUUSD,Sell,0.1,4349.19,4336.79,4346.61,4341.94,467.0,46.7,24s,1.45%,1.45,24.0,2.5799999999999272,9.819999999999707,4.670000000000073,-1.0,4339.015,4343.3550000000005,4336.8150000000005,4344.035,4.3400000000001455,7.219999999999345,9.794999999999163,0.7200000000002547,-3.7849999999998545
2025-10-21 05:00:00,2025-10-21 05:00:00,XAUUSD,Sell,0.1,4349.19,4336.79,4346.72,4346.48,24.0,2.4,4s,0.07%,0.07,4.0,2.469999999999345,9.930000000000293,0.24000000000069122,-1.0,4331.405,4344.085,4329.348,4344.085,12.680000000000291,14.73700000000008,17.3720000000003,-2.280000000000655,-4.994999999999891
2025-10-21 08:12:00,2025-10-21 08:12:00,XAUUSD,Sell,0.1,4335.47,4323.07,4332.99,4332.94,5.0,0.5,3s,0.02%,0.02,3.0,2.480000000000473,9.920000000000073,0.0500000000001819,-1.0,4244.085,4301.425,4244.085,4301.425,57.340000000000146,57.340000000000146,88.90499999999975,2.4700000000002547,-34.98499999999967
2025-10-21 10:33:00,2025-10-21 10:33:00,XAUUSD,Sell,0.1,4319.41,4307.01,4316.8,4306.88,992.0,99.2,36s,3.04%,3.04,36.0,2.6099999999996726,9.789999999999964,9.920000000000073,-1.0,4255.515,4264.425,4253.4980000000005,4264.425,8.909999999999854,10.92699999999968,63.30199999999968,-4.407000000000153,-52.63500000000022
