sym,tf,stop,rr,label,n,win,se,exp_r,cost_r,tp,sl,time,mfe,mae,theory,need,edge_pp
XAUUSD,H1,1.0,2.0,XAUUSD/H1,12000,0.33158333333333334,0.004297633325340132,-0.19759154535205517,0.18268082026207844,0.3209166666666667,0.66375,0.015333333333333332,1.3251288308073617,-1.187550543437967,0.3333333333333333,0.3942269400873595,6.264360675402614
XAUUSD,H1,1.0,3.0,XAUUSD/H1,12000,0.26908333333333334,0.004048430694474461,-0.17897787018061864,0.18268082026207844,0.22466666666666665,0.722,0.05333333333333334,1.5565945163223993,-1.2708344852235445,0.25,0.2956702050655196,2.6586871732186266
XAUUSD,H1,2.0,2.0,XAUUSD/H1,12000,0.38558333333333333,0.004443242307040443,-0.09757990230977727,0.09134041013103922,0.20458333333333334,0.531,0.2644166666666667,1.079361785486483,-0.9390780233073082,0.3333333333333333,0.36378013671034637,-2.1803196622986967
XAUUSD,H1,2.0,3.0,XAUUSD/H1,12000,0.37066666666666664,0.0044090143351329,-0.09473295160984722,0.09134041013103922,0.0865,0.5416666666666666,0.37183333333333335,1.1737547805349988,-0.9553572527889669,0.25,0.2728351025327598,-9.783156413390687
XAUUSD,H1,3.0,2.0,XAUUSD/H1,12000,0.43225,0.00452225918374876,-0.0719521494316551,0.06089360675402615,0.09391666666666666,0.3725833333333333,0.5335,0.8438136002008666,-0.7594548623303784,0.3333333333333333,0.3536312022513421,-7.861879774865793
XAUUSD,H1,3.0,3.0,XAUUSD/H1,12000,0.4290833333333333,0.00451821154135211,-0.06852688260294862,0.06089360675402615,0.026416666666666668,0.374,0.5995833333333334,0.8785164320185237,-0.7622544067720094,0.25,0.26522340168850655,-16.385993164482677
